geoid,2016 median income,2016 median income margin of error,2016 race: total households,2016 race: total households margin of error,2016 race: White,2016 race: Black,2016 race: Asian,2016 race: Other,2016 race: 2 or more races,2017 median income,2017 median income margin of error,2017 race: total households,2017 race: total households margin of error,2017 race: White,2017 race: Black,2017 race: Asian,2017 race: Other,2017 race: 2 or more races,2018 median income,2018 median income margin of error,2018 race: total households,2018 race: total households margin of error,2018 race: White,2018 race: Black,2018 race: Asian,2018 race: Other,2018 race: 2 or more races,2019 median income,2019 median income margin of error,2019 race: total households,2019 race: total households margin of error,2019 race: White,2019 race: Black,2019 race: Asian,2019 race: Other,2019 race: 2 or more races
06037670407,89621,11083,6201,410,2816,202,2514,265,332,91343,7846,6128,412,2529,145,2630,351,397,93415,4339,6179,484,2303,137,3109,230,315,94963,7265,6269,402,2118,193,3274,289,295
06037670411,118542,11825,4478,347,2911,49,1200,24,215,121357,12184,4430,316,2876,61,1175,53,186,137361,24754,4553,416,2862,63,1282,46,202,162614,10143,4356,382,2840,79,1037,46,256
06037670413,127961,17918,4886,258,2514,63,2098,23,188,139618,19240,4808,281,2515,90,1973,42,188,147993,8554,4767,308,2439,23,2119,24,162,143721,11976,4433,371,2180,51,2084,17,101
06037670416,99432,15964,4114,326,2079,221,1506,106,202,101875,20175,4213,346,2139,251,1470,121,232,98889,14955,4370,413,1998,225,1548,309,261,97788,19187,4513,388,1902,238,1567,428,347
06037670500,220764,13152,1760,152,1319,12,298,22,106,206932,21721,1684,162,1294,11,281,19,75,239375,26567,1630,147,1226,28,280,15,81,"250,000+",***,1513,138,1148,22,236,19,88
06037670602,141432,8670,7049,428,4814,141,1338,175,525,146694,12121,7059,404,4840,132,1409,78,600,150097,24009,6905,495,4588,137,1449,79,652,155688,6791,6862,552,4531,80,1587,97,567
06037670701,101964,30239,7327,546,4472,233,1272,791,365,111029,26752,7177,441,4548,63,1391,541,444,124181,23576,7076,426,4358,48,1409,627,461,132527,22408,7185,483,4346,43,1333,720,545
06037670702,163708,48071,5367,346,4246,26,520,47,528,134286,45628,5551,336,4296,59,814,18,364,202500,47454,5555,334,4214,66,828,0,426,200292,36697,5649,355,4273,63,851,38,387
06037700101,42500,13209,5059,505,4395,99,161,238,134,53367,10186,5191,487,4558,160,196,100,140,55386,12142,5265,418,4721,126,166,111,138,57260,14913,5200,375,4626,179,121,136,84
06037700102,33889,15956,3687,326,2507,300,152,463,243,36356,8734,3915,327,2855,339,157,368,196,36568,5736,4306,316,3194,291,231,386,204,43202,7076,4506,325,3378,250,292,301,285
06037700200,58403,14508,6944,411,5703,145,312,245,539,70723,16840,7181,566,5796,342,309,238,496,65190,13107,7082,488,5609,336,267,312,521,70580,16863,7446,454,5867,361,362,207,575
06037700300,80833,8094,6309,439,5111,296,210,323,338,85546,12848,6240,516,5013,188,291,375,344,81909,11691,6461,522,5207,122,308,435,356,94315,17521,6223,428,5157,161,271,130,463
06037700400,81781,10549,5518,435,4383,288,354,178,315,81556,12418,5375,503,4351,213,318,186,307,87016,20231,5529,482,4477,206,354,173,319,104338,24481,5162,429,4134,94,353,227,354
06037700501,82756,22575,3749,380,2614,273,303,295,232,85792,16252,3933,360,2727,274,340,309,245,82847,27375,3567,419,2683,234,257,145,199,76637,24744,3526,429,2608,227,360,132,150
06037700502,52377,13662,4395,379,3495,181,380,173,166,56250,16663,4313,405,3562,85,428,135,103,76765,15015,4174,411,3502,4,347,144,177,73500,22100,4387,476,3734,49,305,97,202
06037700600,175906,24528,4722,480,4332,55,267,0,60,179519,29012,4990,524,4470,27,312,0,172,185729,48481,5198,570,4625,30,274,0,269,191066,29816,5021,444,4646,33,75,0,267
06037700700,"250,000+",***,3439,467,3006,38,174,37,184,"250,000+",***,3514,441,3137,35,163,45,134,209890,104491,3537,512,3088,3,134,100,197,184393,26794,3575,486,3142,3,117,105,191
06037700801,83941,23090,5863,565,4498,58,967,174,166,84081,16449,5194,552,4198,63,608,164,161,86216,13420,4924,563,3767,52,814,179,112,83333,18651,4610,585,3579,76,654,194,107
06037700802,75726,12998,3889,289,3103,98,474,136,69,64577,17645,3947,354,3106,140,432,162,107,67422,29899,4066,479,2965,266,499,259,77,85078,23376,4092,433,3052,318,446,197,79
06037700901,74524,13678,3892,395,3208,31,406,7,231,74375,10838,3690,420,3044,30,473,30,113,84500,15796,3495,351,2816,31,505,43,100,86143,14664,3600,365,2860,42,460,49,189
06037700902,79388,8807,7177,596,5781,51,592,128,625,81724,10047,7575,588,5923,102,916,78,556,84347,12253,7519,715,6031,136,720,98,534,90444,9409,7352,736,5807,127,936,114,368
06037701000,113750,17271,5645,404,4711,73,373,94,370,122083,18671,5596,434,4729,79,469,75,230,106657,24709,5623,588,4805,51,326,44,363,100391,27311,5936,892,4922,66,409,15,479
06037701100,44531,35036,1015,407,518,362,57,35,37,-,**,1045,391,507,363,80,39,52,-,**,1096,435,539,282,103,42,126,45536,34084,1101,361,529,257,109,55,137
06037701201,164948,26833,3730,337,3258,19,347,0,106,159286,28608,3826,372,3318,24,360,0,124,201719,47587,3961,300,3503,0,358,0,100,234519,51486,4088,296,3431,0,456,35,166
06037701202,98657,14013,3312,290,2778,185,220,33,96,96343,14121,3453,266,2864,122,277,30,160,115647,20818,3475,278,2887,140,352,8,88,126875,21542,3381,299,2815,134,333,9,90
06037701302,82266,11680,4917,318,4154,43,489,47,165,78750,14722,4888,326,4138,25,510,48,167,97120,24571,4880,370,4108,4,549,53,166,92023,14438,4868,369,4089,3,542,35,199
06037701304,117869,14968,6258,395,5403,69,526,0,260,120427,12941,6356,475,5273,116,593,65,309,122024,10203,6223,580,5166,86,552,65,354,126713,17489,6212,450,5191,90,603,76,252
06037701402,67289,9167,5961,498,4903,151,385,53,213,77677,17647,6075,621,4923,239,429,97,196,100840,23910,5877,550,4791,191,387,92,330,103590,12393,5577,552,4437,345,372,90,320
06037701501,90383,13354,4917,398,4139,97,419,31,174,102656,24217,5046,476,4235,79,389,57,241,97440,16601,5238,335,3987,71,510,86,548,107621,24219,5267,366,4066,103,488,95,478
06037701502,79000,9473,4002,333,3115,87,426,109,240,80491,10718,3783,321,2967,112,400,106,179,90081,12018,3672,329,2878,102,428,81,165,95417,11031,3530,295,2750,108,443,99,121
06037701601,130089,18759,4742,307,3569,38,775,44,289,127321,23634,4728,261,3590,41,647,90,328,135295,17492,4411,306,3399,28,502,96,354,136500,18375,4194,300,3226,28,559,76,305
06037701602,94386,7375,4288,328,3273,223,393,108,287,97377,7188,4019,325,3079,156,321,179,284,99805,13720,3798,318,2717,161,479,125,316,106923,21733,3987,321,2822,260,472,110,323
06037701701,70826,5688,3370,320,2681,111,345,89,128,73102,6764,3384,320,2452,186,307,203,219,76830,6444,3512,291,2529,266,275,138,286,75417,12070,3305,255,2348,241,328,130,232
06037701702,56823,14202,3312,337,2468,111,345,144,205,60521,14229,3427,332,2369,150,399,215,242,67008,13216,3489,359,2558,161,390,145,171,67619,20035,3437,395,2418,262,421,130,150
06037701801,55408,18480,6244,393,3835,627,1177,476,129,56901,16986,6779,354,3790,737,1228,787,222,60213,11729,7092,437,3999,670,1406,799,198,65888,9842,7001,534,4089,553,1477,541,302
06037701802,61250,19555,4588,423,2734,504,506,462,336,61994,16145,4420,387,2655,593,437,409,308,64475,18357,4374,461,2699,484,379,532,262,68828,18263,4645,404,2986,426,356,550,283
06037701902,60227,18859,4517,451,3315,483,450,31,238,67308,23235,4623,408,3516,427,413,55,212,59154,18240,4598,394,3327,577,351,53,290,67422,47356,4659,412,3342,614,289,74,340
06037702002,75764,20043,6374,515,5217,346,376,226,209,86375,18625,6487,496,5262,289,385,320,231,88986,19149,6370,534,5137,370,324,319,202,91859,13393,6443,560,5130,441,315,238,303
06037702102,95080,14935,5981,441,5009,272,320,147,204,90333,17050,5847,483,4794,250,330,100,341,87295,16083,6020,396,4857,226,389,104,406,81727,5235,6065,445,4996,169,355,79,421
06037702201,79357,16088,4809,424,3640,103,371,178,517,83833,7756,4510,355,3478,124,426,152,330,96806,16313,4387,402,3260,168,378,181,367,90769,16769,4110,334,3077,127,403,157,278
06037702202,90292,14324,3951,246,3153,11,508,35,244,98295,13853,3965,216,3015,80,497,116,247,109803,17449,4000,216,3163,82,345,129,260,121719,14803,3969,215,3153,79,307,123,286
06037702300,85904,18363,6974,393,5295,270,872,52,470,89923,13787,6879,470,5102,198,941,119,506,95246,15225,6701,395,4997,275,778,70,549,114514,37281,6839,424,5173,117,780,222,536
06037702400,90515,7538,4538,398,3312,277,548,101,300,88464,9201,4471,378,3070,266,632,185,318,88603,12134,4426,342,3003,278,672,154,307,78594,17300,4367,310,2805,300,669,208,364
