geoid,2016 median income,2016 median income margin of error,2016 race: total households,2016 race: total households margin of error,2016 race: White,2016 race: Black,2016 race: Asian,2016 race: Other,2016 race: 2 or more races,2017 median income,2017 median income margin of error,2017 race: total households,2017 race: total households margin of error,2017 race: White,2017 race: Black,2017 race: Asian,2017 race: Other,2017 race: 2 or more races,2018 median income,2018 median income margin of error,2018 race: total households,2018 race: total households margin of error,2018 race: White,2018 race: Black,2018 race: Asian,2018 race: Other,2018 race: 2 or more races,2019 median income,2019 median income margin of error,2019 race: total households,2019 race: total households margin of error,2019 race: White,2019 race: Black,2019 race: Asian,2019 race: Other,2019 race: 2 or more races
06037212501,36108,3798,2149,188,638,156,643,670,25,36709,3399,2000,165,565,112,565,703,36,38538,3426,1912,159,560,136,521,652,37,39093,3744,1940,192,684,99,432,681,37
06037212502,40024,3885,2971,318,693,229,1215,772,62,44178,10842,2779,296,706,281,1150,520,122,46910,12392,2589,286,595,183,1169,505,137,47731,7564,2810,301,576,188,1212,724,110
06037212610,36056,6775,3930,296,750,146,2106,828,100,40801,7352,4042,444,760,162,2249,766,105,39920,5635,3896,395,759,166,2164,692,115,43608,7339,4447,466,892,115,2332,1044,64
06037212620,33867,4430,4361,296,458,218,1963,1569,123,36708,3908,4266,319,425,183,1804,1659,170,39375,7004,4230,288,647,119,1635,1612,168,43212,4457,4087,384,777,123,1637,1351,154
06037212701,43672,8234,2528,231,694,109,1312,340,58,49653,8505,2509,207,576,166,1320,368,79,43750,13169,2389,223,476,294,1387,197,35,47000,6074,2276,229,457,238,1354,176,51
06037212702,66076,9144,3732,451,907,221,2144,409,34,68750,8918,3647,308,989,249,1967,375,54,72273,14471,3684,325,945,311,1958,379,86,73028,15437,3632,335,920,319,1754,548,75
06037212800,45995,8862,4028,334,1743,306,938,723,246,47614,15387,4051,272,1488,392,857,1006,255,48125,9190,3778,332,1388,486,888,764,222,49867,6412,3543,338,1219,500,967,579,266
06037212900,40346,3200,4927,468,1508,428,1056,1810,108,40296,4607,4631,474,1460,246,1193,1593,107,43266,6028,4340,438,1276,273,1207,1473,77,43167,6527,4067,345,1515,459,1048,924,83
06037213100,40000,7237,3031,301,859,194,1434,508,26,38616,6261,3036,290,640,223,1332,799,32,41719,9871,3000,287,540,243,1390,788,39,44167,6951,3014,313,523,346,1443,666,36
06037213201,29052,7496,4462,326,351,42,2081,1877,0,35447,5070,4420,347,424,35,2171,1677,26,30335,6223,4330,438,573,62,2015,1592,36,32819,7418,3932,427,619,47,1935,1210,57
06037213202,33800,4851,3912,401,624,96,1137,1924,103,35410,3586,3897,299,659,93,1041,1939,129,37656,4466,3734,332,822,52,1006,1732,101,38899,8107,3942,404,716,26,1053,2018,110
06037213310,36753,5154,3660,337,292,41,1002,2243,82,47629,13067,4005,465,323,57,920,2615,81,50337,6678,3492,541,370,36,969,2057,51,48333,8689,3015,465,411,67,924,1537,44
06037213320,28523,4420,2284,185,526,163,676,853,50,29879,6609,2419,245,572,105,567,1112,49,26971,10380,2474,222,505,52,698,1149,66,26759,5685,2469,243,525,62,775,1059,43
06037213401,31419,2545,5290,422,672,133,1057,3362,54,31467,2955,5124,392,1194,127,1000,2740,50,31536,1787,5285,462,1339,99,1121,2709,17,33607,3640,4859,375,1833,132,1016,1869,9
06037213402,33398,3634,4528,467,812,288,867,2356,187,35901,4804,4519,477,1005,346,948,1985,196,40578,2653,4933,484,1464,448,1128,1760,97,42766,3047,4857,419,1532,275,1005,1913,114
06037214000,81288,27394,3725,292,3302,33,167,72,124,104735,24944,3817,287,3378,26,175,69,150,107750,13254,3971,366,3500,22,189,100,133,120625,40013,4277,531,3890,27,169,105,86
06037214100,103333,21183,4255,319,3757,39,207,166,86,89196,24237,3912,316,3377,34,234,175,92,101727,22484,3921,360,3281,46,322,177,88,100824,16381,3668,394,3186,59,137,208,74
06037214400,66902,4284,2952,265,2336,116,135,113,237,70174,6501,2925,228,2467,85,162,61,133,81081,8424,2991,208,2528,74,133,84,164,77708,8085,2916,227,2526,73,152,92,73
06037214501,88482,17494,2808,205,1735,161,601,114,171,86438,12224,2860,253,1394,140,982,173,145,94076,21472,2806,290,1484,253,673,175,187,87364,14558,2702,282,1538,276,623,130,135
06037214502,73802,23641,5485,516,3066,432,1666,204,117,64961,19180,5453,477,2741,461,1826,287,138,64464,23518,5375,613,2833,581,1523,297,141,60093,11468,5285,666,2777,636,1499,252,121
06037214503,68125,8594,3317,309,1517,152,1317,190,134,72202,6840,3504,308,1662,149,1366,176,145,74712,5055,3413,317,1747,157,1049,286,171,75294,6995,3422,315,1616,284,1115,268,138
06037214600,84615,11566,2733,261,2044,45,266,224,154,102892,11151,2544,298,1822,45,206,260,211,96875,14096,2520,254,2015,39,112,141,213,102868,21717,2383,216,1875,37,108,130,233
06037214700,93073,21000,2629,247,2235,54,193,38,90,95677,20521,2625,214,2240,72,159,19,115,105522,15094,2541,266,2095,105,174,13,132,96579,22232,2414,248,1955,170,157,19,89
06037214800,93569,9477,2986,282,2346,152,175,219,94,97214,8275,3038,247,2371,193,222,168,84,106104,5103,2966,281,2387,159,169,113,131,108648,7053,2813,315,2271,140,164,83,147
06037214901,61357,11431,3025,300,2289,30,353,35,290,60525,11046,3090,315,2389,20,378,36,242,72819,10166,3418,378,2650,24,333,69,268,71844,4486,3250,435,2416,62,373,100,238
06037214902,75250,11523,2916,282,2133,81,444,78,180,70795,16490,2950,331,2167,89,412,85,197,80033,11927,2772,279,2108,139,313,22,190,84840,19390,2550,288,1831,126,356,22,215
06037215101,54333,9463,2753,287,1692,197,429,276,115,61609,4960,2930,302,1868,217,452,267,85,64269,4172,2851,257,1757,286,422,276,68,67888,6375,3015,305,1967,302,439,163,99
06037215102,59018,14936,3052,284,1998,92,683,190,70,61368,14274,3070,325,2101,10,650,189,104,65000,9157,3025,284,2161,66,462,187,133,69979,12062,3059,329,2228,89,321,218,185
06037216100,96552,13539,2804,333,1296,518,547,185,258,98102,13091,2428,163,1399,419,418,117,75,100781,13140,2261,198,1262,374,445,92,88,104604,26712,2151,215,1293,294,413,64,77
06037216200,81452,17939,5369,419,2325,1197,736,643,376,92823,19828,5631,575,2345,1387,762,598,453,95707,20227,5494,683,2358,1184,819,695,352,88854,20279,5778,667,2452,1123,1001,801,358
06037216300,84063,16765,4822,533,3019,544,624,185,401,86190,15605,4942,503,3163,496,562,305,374,91328,16799,4952,456,3124,660,669,269,190,94620,14287,4367,590,2802,406,569,304,240
06037216401,53704,16334,4426,521,3589,123,322,303,89,49395,18308,4380,495,3592,191,238,261,98,50208,25490,3920,454,3175,213,313,99,120,75597,14920,3772,629,3089,252,262,76,93
06037216402,71534,15037,3027,281,2336,48,282,203,158,75074,12124,2845,291,2225,3,410,59,148,69063,25538,2757,338,2023,31,423,94,186,75000,16894,2521,345,1876,34,357,71,175
06037216700,69593,9357,3913,329,1566,1191,353,535,268,65234,8222,3777,310,1572,1020,310,511,364,69750,13749,3882,358,1670,1086,336,468,322,79730,13310,3835,329,1680,1102,334,388,331
06037216800,82063,10129,3189,299,2332,265,152,197,234,84261,10403,3070,259,2373,195,108,169,212,86895,16226,3191,273,2168,236,298,153,309,91821,16812,3203,293,2084,236,266,225,356
06037216900,52262,21131,4935,462,1930,1250,447,883,160,65750,22139,4942,336,1935,1376,483,829,139,69968,25874,5100,381,1921,1391,522,795,158,89547,20184,4886,343,2430,1409,332,511,196
06037217001,72614,6004,3162,352,2696,36,136,19,275,73603,17737,3240,293,2857,55,125,21,182,93083,32178,2922,296,2567,62,105,22,166,87250,31195,2724,283,2394,67,89,6,168
06037217002,71208,6023,5115,450,3513,483,625,284,194,74215,4086,5058,288,3584,522,500,262,190,76794,5254,4709,446,3671,258,392,256,132,87934,17133,4639,571,3824,139,341,196,139
06037217100,62414,11487,5741,608,2539,1945,265,725,267,65568,14071,6091,530,2851,1713,243,1017,267,64298,7669,6326,669,3046,1803,215,923,339,67414,17306,6219,735,3160,1317,253,1164,325
06037217200,52426,6814,4053,338,1552,1030,360,845,243,61131,14075,4105,442,1325,1155,317,1008,264,64222,14103,3993,275,1339,1094,273,1104,145,69817,14025,4156,345,1554,1145,223,1043,155
06037218110,41587,8406,3334,244,788,781,657,1093,13,41897,8548,3380,313,562,672,738,1390,16,43073,5681,3296,338,678,694,677,1125,103,44009,7686,3195,343,1028,605,484,977,70
06037218120,34263,4532,5208,475,1875,647,920,1573,97,37604,6695,4996,509,1557,567,928,1723,130,37690,5257,4652,506,1049,572,856,1936,166,36488,7219,4638,524,1489,514,587,1795,177
06037218210,33806,5661,4073,456,1811,718,124,1393,4,33034,3670,3763,410,1677,586,190,1259,10,34485,2538,3949,473,1760,492,187,1469,0,35436,4656,3721,371,1587,535,192,1330,0
06037218220,41276,6347,4666,491,1842,1388,238,1024,171,42347,8788,4335,463,1504,1202,256,1179,192,47700,7209,3929,435,1495,1157,319,761,158,49632,10359,3859,393,1967,901,258,613,90
06037218300,41611,8169,5855,473,1949,2012,236,1445,193,44911,13801,5289,563,1929,1516,200,1429,203,50994,9981,5354,658,2073,1647,207,1184,224,53621,12060,5290,601,1938,1583,271,1370,109
06037218400,36667,6300,4576,417,2233,1078,33,1019,161,45184,10987,4774,413,2562,1077,26,915,129,58449,14064,4978,415,2506,1050,83,1187,152,64018,5397,4737,452,2545,907,130,1084,71
06037218500,40913,4890,2747,257,756,986,62,738,151,41410,5487,2668,266,991,983,101,427,118,42844,8141,2557,255,1129,745,94,435,117,44872,7522,2641,230,1337,692,106,359,106
06037218600,48571,14553,3256,443,843,995,78,1178,109,46786,14975,3193,464,917,892,73,1149,93,56167,14647,3009,465,1051,832,107,872,147,51604,15167,3148,475,1315,816,76,726,215
06037218701,52622,7562,2378,300,373,1185,283,436,47,55154,11649,2239,260,385,944,444,398,68,55264,9501,2448,268,444,923,528,451,86,49316,4507,2324,256,623,849,480,274,88
06037218702,35330,4367,2318,217,475,905,63,806,58,32218,8153,2218,244,478,692,68,920,40,35924,5552,2120,220,597,664,23,801,22,38827,2699,2056,250,661,816,60,472,32
06037218800,46198,6292,3024,255,548,805,317,1278,62,46936,6171,2998,280,619,767,281,1246,75,50921,12149,2852,316,617,661,487,978,84,46140,10227,2752,255,699,670,430,839,87
06037218900,34304,4824,5638,496,987,2694,108,1624,225,35491,2787,6093,563,1035,2354,91,2348,265,37500,5345,6033,599,1002,2506,178,2086,245,41019,7592,6149,557,1434,2453,218,1754,274
06037219010,49583,8804,3045,283,757,1105,96,1032,46,54450,10721,3298,302,815,859,99,1457,63,55962,11581,3003,262,768,950,80,1072,122,54708,16829,3027,412,784,975,63,1065,108
06037219020,38836,13600,4502,462,1095,1344,246,1756,61,36350,12142,4817,516,1121,1451,246,1932,67,55705,5565,4940,522,1369,1351,205,1914,84,59180,6037,5411,477,1475,1507,163,2009,246
06037219300,29980,3976,4739,662,937,1444,174,1656,222,31190,6444,4193,422,843,1253,181,1492,194,35432,7732,4163,562,1139,1225,213,1430,93,43103,13689,4239,626,1320,1156,230,1413,68
06037219500,57236,10899,1789,193,458,856,291,76,108,71400,16395,1720,234,448,876,252,76,68,63359,19374,1777,231,321,968,278,133,77,77147,8828,2084,275,589,1029,287,110,69
06037219700,44808,10220,4099,401,1569,1112,69,1294,42,43243,10627,4207,440,1690,1227,59,1161,51,50676,12799,4563,540,1880,1103,53,1453,55,50220,9376,4507,397,1868,1256,112,1217,36
06037219800,29375,6827,3055,230,1556,681,83,673,21,31212,6451,3042,262,1656,579,97,656,42,37933,6586,2810,244,1494,546,78,625,56,43214,8268,2861,268,1576,518,78,606,83
06037219901,28846,6421,4444,481,2483,718,5,1191,47,29680,6408,4489,445,2731,714,9,966,69,31577,6706,4165,457,2573,722,18,770,82,39006,9342,4150,479,2574,898,59,548,71
06037219902,39356,4499,3901,401,1822,825,114,1044,65,44766,9366,3682,358,1674,746,91,1097,50,47875,8274,3799,343,1829,677,99,1061,90,49531,13082,3809,415,1840,592,130,1076,109
06037220000,43333,6232,5312,496,1857,2143,103,1019,190,43134,7322,5259,548,1738,2107,164,1151,99,45476,7819,5289,768,1985,1521,376,1336,58,42500,8396,4711,584,1533,1545,340,1208,62
06037220100,39663,17268,2375,265,410,1302,141,263,246,51768,23494,2727,439,528,1473,115,331,269,53727,21183,2901,482,848,1492,123,347,91,40091,11441,2415,381,590,1327,232,152,114
06037221110,30456,3409,3659,317,875,63,298,2295,32,31099,3670,3850,431,1352,73,174,2105,32,30779,3857,3837,442,1565,38,191,1881,46,34868,6340,3705,437,1980,51,138,1498,38
06037221120,31889,4310,3253,273,1108,32,85,1914,114,34570,3228,3256,262,1304,15,92,1759,86,36150,3240,3145,283,1411,17,77,1558,82,38060,6410,3197,283,1404,16,70,1656,51
06037221210,36184,6439,3064,206,765,271,204,1642,116,37535,7363,3265,255,889,331,318,1545,114,44265,9233,3230,208,870,280,304,1623,91,50035,13337,3165,249,1177,228,295,1353,81
06037221220,35815,4653,3536,303,947,67,304,2125,33,40391,6696,3712,256,730,59,346,2496,23,43000,5574,3659,323,749,22,499,2328,5,43611,12066,3376,318,889,13,277,2197,0
06037221302,35148,4893,5229,472,1529,724,303,2338,139,39849,6939,5290,478,1346,608,521,2473,119,41385,8002,5028,450,1424,689,347,2331,144,37500,8738,4373,509,1718,624,417,1414,98
06037221303,28125,5526,2710,271,703,221,309,1452,13,31349,4010,2838,264,674,175,363,1539,13,35417,4898,2844,269,873,163,382,1307,29,39244,4757,2806,298,926,139,345,1289,20
06037221304,40947,9989,3954,500,886,402,821,1815,19,34375,12120,3894,465,806,386,779,1887,14,35149,11463,3548,455,462,447,776,1853,10,43125,18519,3656,449,354,416,884,1993,9
06037221401,21937,2430,3453,385,487,1677,135,973,177,21545,1402,3523,390,430,1728,248,1022,95,24290,4667,3618,432,894,1379,373,827,145,24904,6002,3628,443,973,1387,391,746,131
06037221402,29321,8561,2740,243,563,645,399,1043,90,34250,12293,2857,260,573,584,431,1170,99,32841,9685,2740,306,730,633,476,824,77,37976,7743,2851,306,795,689,435,842,90
06037221500,32008,5675,4011,378,717,1505,34,1598,157,29271,10936,4018,300,776,1441,36,1758,7,31774,7347,4194,282,912,997,105,2173,7,29420,5731,3875,384,1141,927,99,1646,4
06037221601,34519,4277,3337,276,685,440,201,1929,78,32974,8128,3159,297,652,476,152,1824,49,38558,8987,3130,289,779,453,158,1607,92,45288,15784,3141,263,1112,478,178,1221,112
06037221602,25625,5298,2865,281,662,78,199,1878,28,24063,3774,2939,248,798,74,175,1864,8,27740,8443,2919,226,872,112,163,1740,32,36008,4189,3030,260,988,152,262,1596,32
06037221710,30326,4840,2623,199,503,277,426,1197,167,33388,6367,2540,187,625,257,351,1191,61,36563,6464,2691,202,653,177,440,1358,55,39212,4056,2833,211,747,142,651,1225,68
06037221810,14063,5255,2667,251,745,287,717,829,39,16389,6372,2747,258,694,320,730,929,20,20685,5582,2811,296,873,317,699,739,115,25357,3285,2892,312,847,287,672,925,114
06037221820,16723,6846,2910,445,1108,281,1406,62,45,15282,7077,2425,386,832,153,1300,80,51,13770,5182,2316,322,673,217,1284,99,35,12235,2899,2363,484,1116,231,847,80,72
06037221900,12265,1814,3543,402,1094,321,1243,755,130,12014,2495,3627,341,1086,333,1397,587,205,12319,6547,3802,365,1160,330,1450,575,243,17237,8026,4248,529,1724,387,1289,443,346
06037222001,50179,10432,3068,288,745,726,29,1383,139,51838,12100,3022,267,673,882,28,1293,105,68125,26165,3357,266,772,868,40,1537,84,71000,16550,3142,298,1076,790,39,1046,116
06037222002,42431,11036,4882,528,705,1205,7,2798,167,41625,10738,4573,557,447,1088,7,2923,108,46856,15160,5066,494,761,1106,5,3138,56,48641,19705,5243,690,1540,1181,39,2448,35
06037222100,34663,6454,3752,317,919,881,346,1502,47,44432,8825,4018,412,869,1062,370,1614,45,46429,6860,4226,453,978,1149,362,1654,25,53864,12608,4331,488,1215,1213,293,1572,38
06037222200,34142,4507,3765,384,856,800,93,1935,46,36250,4974,3614,362,727,897,139,1760,61,36852,7180,3876,467,924,751,90,2015,65,40227,19507,4016,513,1442,711,170,1637,56
06037222500,33529,6492,5275,452,589,1317,181,2795,192,39654,7168,5255,449,1015,1168,177,2509,194,42487,14456,5444,510,1206,1249,122,2521,116,56548,10016,5120,441,1444,1174,166,2166,112
06037222600,26188,6411,5496,506,982,1353,835,2052,112,25742,3521,5341,471,1221,1243,753,1815,177,26277,5081,5456,497,1348,1195,924,1718,187,28581,6120,5549,575,1452,1026,1041,1736,211
06037222700,6875,3761,4056,590,1934,221,1405,237,222,5682,4022,4145,469,2049,250,1376,247,189,8264,5325,4199,487,2015,299,1457,238,155,9632,7616,4071,366,2042,307,1335,239,118
06037224010,19976,2696,2471,295,772,492,229,918,43,19848,3584,2427,292,749,548,221,869,23,22054,3394,2672,297,1064,593,296,659,53,28082,3055,2845,301,1231,634,266,652,53
06037224020,22135,3486,2529,423,930,136,66,1302,46,21627,2916,2610,356,1155,147,53,1158,43,26493,3671,2476,266,1223,170,63,903,60,27332,4038,2733,294,1338,103,55,1137,58
06037224200,25517,5726,2499,265,993,40,68,1324,68,22634,5037,2527,320,993,58,53,1403,20,30579,7883,2613,276,1280,78,30,1204,15,31996,7067,2557,284,1260,78,47,1145,19
06037224310,30000,5260,2117,224,764,43,109,1136,54,28710,5684,2208,290,1067,28,104,927,68,31094,4058,2449,336,1208,37,75,1116,13,36932,8700,2422,377,1649,32,121,613,7
06037224320,29738,5882,3454,435,1145,213,108,1926,24,30998,3479,3340,367,1300,238,45,1740,0,30273,7096,3087,453,1248,273,55,1511,0,28616,6145,2972,344,1170,240,116,1422,0
06037224410,26582,5755,3282,453,979,95,697,1367,135,30148,7190,3238,458,1044,121,703,1230,130,26742,6828,3167,390,1162,127,490,1188,180,26773,2302,3194,451,1433,223,348,1031,137
06037224420,22563,7244,2409,253,641,174,116,1420,44,21402,5685,2461,257,812,138,136,1310,51,23854,4364,2676,282,969,179,121,1364,43,24878,11538,2637,249,1340,170,142,942,43
06037224600,33487,8604,3196,299,964,131,51,1871,108,39958,5914,3317,334,971,251,53,1864,104,40600,6471,3323,323,1088,284,79,1707,95,46162,3495,3385,346,985,262,111,1846,164
06037224700,10042,2277,6541,431,3490,278,1942,514,289,11585,1977,6450,458,3380,331,1998,353,355,10802,2471,6456,465,3213,283,2250,285,390,11576,3918,6238,429,3004,358,2257,282,299
06037226001,38090,12709,2385,287,838,169,0,1343,35,38882,14305,2443,293,970,186,0,1266,21,40978,10677,2531,260,906,230,0,1346,0,34808,19921,2615,317,750,407,0,1415,0
06037226002,29375,6845,1761,238,693,188,106,671,103,27750,13485,1807,228,696,227,95,635,154,27632,16995,1754,207,819,214,125,438,152,37643,8292,1820,223,764,208,151,595,96
06037226410,36225,4977,3631,304,1700,22,41,1840,0,35543,4232,3541,276,1658,17,30,1817,0,36622,3352,3501,311,1704,18,27,1731,0,40147,6029,3665,354,1673,34,16,1914,5
06037226420,28980,4728,5396,460,2584,327,185,2283,17,29595,5458,5511,478,2687,375,232,2160,57,31615,8709,5345,495,2745,301,186,2065,39,44209,3916,5531,560,2201,396,237,2591,62
06037226700,32034,5766,6776,685,2799,120,34,3746,77,35524,7370,7137,679,3658,146,46,3170,117,38353,6630,7640,666,4459,179,36,2828,138,40140,7386,7661,598,3753,218,9,3588,93
06037227010,32035,12511,4793,602,1878,304,0,2292,0,40023,16355,5372,705,2612,317,0,2150,10,42269,4767,5552,696,3530,345,0,1402,9,48200,8255,5705,716,2989,405,0,2032,8
06037227020,34375,9278,3539,410,1767,218,35,1433,24,37803,8383,3692,358,2161,136,10,1294,28,45129,10669,3647,318,1996,102,14,1496,17,47361,11084,3623,311,1757,93,15,1718,19
06037228100,44048,3292,5059,641,1732,504,0,2745,78,43429,7936,5120,639,2292,466,0,2362,0,46278,10665,5476,686,3007,434,0,2035,0,47444,10593,5505,651,3015,326,15,2135,14
06037228210,30417,3486,3963,309,1235,456,74,2018,84,30491,4535,4078,312,1608,463,66,1736,89,34386,4522,4160,384,2184,434,73,1279,88,35969,5318,4233,431,2065,278,78,1559,87
06037228220,31542,3965,4300,300,1816,572,6,1820,59,35403,3250,4546,295,1929,532,6,1975,82,39628,4529,4312,338,1992,448,7,1738,113,43482,5301,4375,397,1930,301,0,2011,113
06037228310,34795,4369,4516,365,1807,141,0,2447,73,41102,4195,4533,357,1659,123,0,2630,73,42183,9181,4518,413,2153,174,0,2108,79,44375,6552,4523,387,1993,217,0,2241,67
06037228320,25000,4932,3093,308,1240,196,0,1552,57,29338,6297,3210,352,1659,109,0,1332,56,30714,3857,3081,264,1729,134,0,1114,42,43272,11745,3122,278,1597,103,0,1348,10
06037228410,35268,4974,3430,326,1626,41,24,1678,61,39831,4561,3517,348,1796,43,13,1597,68,41375,5577,3469,319,1971,68,12,1323,83,41012,10344,3600,333,1978,124,49,1302,82
06037228420,28426,7214,3402,357,1204,197,19,1940,42,31328,4764,3325,385,1137,241,45,1887,15,35027,6175,3160,317,1405,214,0,1534,7,38094,3081,3304,356,1403,242,0,1588,17
06037228500,30098,5341,4581,464,1147,860,36,2483,55,30908,2685,4865,508,1278,897,32,2584,50,33259,3416,5109,524,1322,787,42,2921,0,33125,4184,4869,421,1592,748,11,2493,0
06037228600,33594,11002,4995,469,1322,310,6,2916,253,33384,7768,4973,434,1398,313,8,2807,240,42308,12476,5125,526,1208,368,6,3254,260,48393,11506,5301,423,1517,422,4,2991,341
06037228710,27703,5581,3630,333,1260,481,37,1830,18,30690,4456,3858,324,1456,619,29,1726,24,30737,2970,3944,376,1895,490,40,1443,64,31849,2234,3982,371,1984,374,49,1510,53
06037228720,33487,5558,4504,364,1596,452,0,2364,11,36176,5052,4864,352,2124,476,17,2145,13,36587,1982,4835,285,2404,480,12,1841,0,38933,2942,4825,285,2625,540,9,1554,0
06037228800,29342,6589,5356,563,2122,650,7,2577,0,32415,7360,5509,521,2154,587,0,2745,12,38969,5359,5901,569,2609,463,0,2817,7,41250,4566,5353,498,2598,458,0,2281,9
06037228900,14259,3114,2632,445,830,259,62,1442,39,17241,4964,2731,392,1133,311,37,1235,15,19087,4587,2650,274,1223,366,5,1029,27,23750,11147,2918,307,1302,376,0,1022,29
06037229100,42518,2760,4892,384,1605,323,0,2907,52,43914,2989,5108,406,1719,335,0,2993,55,44869,2828,5232,356,2534,190,0,2420,49,46678,7374,5146,368,2481,443,0,2139,46
06037229200,25598,9445,4414,498,1416,788,37,2056,0,30560,9602,4656,436,1757,737,48,1973,0,37321,13019,4648,460,1715,727,55,1987,8,41250,13739,5072,571,1798,705,57,2299,8
06037229300,31044,3007,5796,395,1924,610,0,3257,5,30958,3381,5810,446,2144,617,0,3039,10,31720,3957,5753,510,1932,656,0,3137,22,37468,5270,5715,487,2261,579,0,2741,72
06037229410,25509,3138,3440,257,977,345,0,2098,0,27060,5058,3469,341,1450,335,0,1684,0,30227,6751,3571,310,1929,315,21,1306,0,34403,6662,3697,379,2324,193,34,1119,27
06037229420,31182,5932,4786,401,1332,555,8,2808,8,34858,7014,4963,412,1648,515,10,2698,8,36875,7158,4942,450,1941,463,6,2401,8,42250,8345,4759,334,2144,390,14,2094,78
06037231100,26250,7746,3516,584,1124,982,61,1302,32,26328,6044,3429,577,1372,876,41,1081,45,29226,7811,3339,549,1410,641,45,1187,36,31494,2249,3474,497,1666,568,67,1076,89
06037231210,25958,3932,3509,406,705,748,41,1796,72,28646,6878,3496,351,655,699,30,1895,105,27608,8711,3516,346,917,691,32,1610,111,32258,9174,4040,573,1618,463,32,1686,125
06037231220,24219,6276,4372,517,1093,706,149,2381,43,25511,5823,4635,538,1308,794,168,2322,43,28113,8592,4671,641,1550,1017,240,1819,45,29741,6921,4653,600,1598,1061,285,1603,89
06037231300,29943,10121,5142,437,1114,1373,85,2362,152,39148,14930,5144,400,1300,1134,137,2301,228,46767,7869,5444,481,1621,1105,180,2323,182,49803,20697,5754,593,1855,1237,241,2234,155
06037231400,35814,4962,5198,574,1217,1123,70,2639,149,39234,7814,5199,697,1011,1081,58,2899,150,38420,6023,4656,478,1210,1448,47,1881,70,41774,14301,4745,461,1271,1401,75,1917,81
06037231500,46413,4284,4992,587,769,1995,98,2014,96,47596,6528,4975,608,964,1855,107,1859,114,46472,2894,5095,415,1261,1892,165,1616,84,48912,15253,5396,622,1599,1737,240,1580,75
06037231600,35731,6160,6957,635,1194,2118,37,3338,233,40401,6467,7110,528,1475,2408,21,3055,151,41416,3381,7278,599,1882,2293,90,2825,188,45123,3312,7420,544,2450,2059,83,2718,110
06037231710,19492,5847,4081,440,1033,790,3,2202,53,26176,9465,3893,386,1419,486,2,1932,54,31099,5553,3955,433,1869,496,2,1507,37,26444,10289,4165,551,2253,663,0,1193,27
06037231720,29773,7708,4789,407,1204,828,100,2524,133,29920,8307,5046,489,1387,935,111,2474,139,34436,7643,4937,534,1823,916,73,2016,109,36528,6653,4934,496,2198,807,94,1639,196
06037231800,27083,6708,4944,558,1714,455,8,2568,119,29902,5122,5034,535,1959,454,8,2429,111,33602,5068,5080,503,2240,420,0,2125,220,36765,7667,5436,536,2617,273,0,2239,224
06037231900,25854,3845,5454,530,1469,562,0,3079,178,29457,3979,5271,605,1502,576,21,2741,255,29982,7063,5576,648,2033,623,34,2449,271,33958,6695,6162,642,2635,665,16,2506,213
06037232110,25326,4230,2840,280,827,671,3,1278,51,29566,4297,2998,307,1111,639,3,1180,56,32266,6619,2890,340,1479,442,3,888,68,33203,5804,3038,280,1541,538,20,854,73
06037232120,31138,5461,5715,680,1678,1073,110,2791,36,33205,3429,5555,548,2040,874,106,2453,59,36858,4007,5987,549,2608,1021,153,2078,105,37555,5980,5567,699,2570,1065,97,1712,88
06037232200,31688,8717,2925,309,728,1091,32,1058,16,34207,8423,3015,329,685,1161,51,1097,21,34273,10890,3255,323,976,1104,17,1129,29,43911,10212,3487,423,1168,1212,17,1072,14
06037232300,41111,11495,4337,957,1244,1014,25,1730,188,42838,10491,4753,1070,1358,1040,17,1979,174,46654,14346,5616,984,2411,889,15,1902,206,58576,19663,6006,1007,2208,1408,1,2198,118
06037232400,35266,6575,7280,547,1221,3060,114,2846,14,38952,7796,7209,527,1248,2719,109,3084,22,45132,10615,7322,556,1780,2791,108,2504,139,46883,6195,7361,668,1784,2868,116,2418,175
06037232500,31280,11368,4762,699,1455,1360,0,1898,49,34659,9134,4704,814,1429,1754,0,1469,52,41991,12584,4700,756,1426,1676,41,1494,63,55841,10590,4940,898,1453,1637,50,1741,59
06037232600,27388,6826,6073,472,1285,1602,38,3032,72,27309,5080,6423,553,1528,1722,40,3069,36,35645,15054,6339,548,2048,1574,47,2568,83,42734,15287,6833,611,2241,1366,68,2846,107
06037232700,28125,8387,5968,438,1738,1345,89,2594,202,35577,3925,6658,571,2605,1176,74,2594,209,37067,5441,6588,635,2644,1256,66,2175,214,38341,4990,6568,626,2834,1095,64,2078,257
06037232800,29730,4146,3931,356,1223,541,0,2091,76,30640,4909,4016,321,1319,433,0,2191,73,33413,8479,4086,318,1757,372,0,1876,77,33438,9156,4489,422,2290,537,0,1513,82
06037234000,52231,6083,5333,597,1090,3102,58,905,170,56442,11195,5036,448,1166,3092,46,585,139,56708,12801,5156,471,1293,3037,46,574,189,54722,15350,5417,512,1259,3201,26,774,145
06037234200,52794,12867,2237,210,236,1712,140,39,94,60993,15488,2359,221,254,1801,158,37,85,64476,21286,2361,170,377,1638,172,69,76,76761,27402,2424,216,401,1694,184,33,82
06037234300,34718,10823,4219,403,279,3400,106,14,420,41444,10034,4154,422,259,3346,175,40,334,43904,5296,3940,403,247,3148,155,75,315,45815,7624,3805,464,339,2970,96,210,190
