geoid,2011 median income,2011 median income margin of error,2011 race: total households,2011 race: total households margin of error,2011 race: White,2011 race: Black,2011 race: Asian,2011 race: Other,2011 race: 2 or more races,2012 median income,2012 median income margin of error,2012 race: total households,2012 race: total households margin of error,2012 race: White,2012 race: Black,2012 race: Asian,2012 race: Other,2012 race: 2 or more races,2013 median income,2013 median income margin of error,2013 race: total households,2013 race: total households margin of error,2013 race: White,2013 race: Black,2013 race: Asian,2013 race: Other,2013 race: 2 or more races,2014 median income,2014 median income margin of error,2014 race: total households,2014 race: total households margin of error,2014 race: White,2014 race: Black,2014 race: Asian,2014 race: Other,2014 race: 2 or more races,2015 median income,2015 median income margin of error,2015 race: total households,2015 race: total households margin of error,2015 race: White,2015 race: Black,2015 race: Asian,2015 race: Other,2015 race: 2 or more races,2016 median income,2016 median income margin of error,2016 race: total households,2016 race: total households margin of error,2016 race: White,2016 race: Black,2016 race: Asian,2016 race: Other,2016 race: 2 or more races
42101027300,43005,5999,6890,758,980,3363,2025,441,81,43260,8169,7046,690,1097,3364,2184,277,124,46940,8149,7563,624,1102,3836,2147,408,70,48272,11171,7424,670,828,4039,2164,343,50,47642,12194,7439,841,855,4205,2046,287,46,38606,11216,6815,845,743,3732,1943,308,89
42101027401,23345,4916,2960,389,339,1407,861,231,122,26182,7154,3173,364,470,1266,949,279,209,25608,6374,2919,395,372,1261,988,115,183,26927,7734,3351,378,299,1740,1024,95,193,31506,7040,3262,359,373,1512,1065,100,212,35648,14987,3329,496,533,1673,905,56,162
42101027402,33688,3746,7063,715,857,4294,1037,621,254,34187,6290,7546,993,774,4207,1024,1345,196,36083,11458,7124,738,574,3812,1265,1326,147,39653,7575,7393,617,555,3868,1386,1488,96,37444,5837,7245,873,521,3694,1180,1680,170,36179,4290,7241,845,347,3470,1483,1828,113
42101027500,42938,11693,4522,511,504,3429,368,146,75,40788,12870,4576,486,558,3012,580,331,95,33750,13129,4644,390,550,2866,921,223,84,38554,8230,4990,524,534,3309,768,296,83,39422,8945,5147,605,585,3581,712,269,0,43105,8402,5309,659,465,3866,637,307,34
42101027600,28802,6795,4082,484,84,3755,0,8,235,30945,4544,4069,434,92,3766,0,0,211,30717,5914,3869,439,98,3597,0,0,174,28438,7381,3711,369,58,3461,0,0,192,30587,7195,3547,411,65,3361,0,0,121,30506,4062,3589,408,59,3436,6,49,39
42101027700,25690,7650,4274,698,204,3807,120,41,102,25101,8023,4910,624,146,4539,156,0,69,24049,6501,4699,622,203,4224,138,0,134,22320,4159,4891,669,76,4488,219,0,108,24250,4843,5126,641,161,4577,245,0,143,24776,6499,5118,763,148,4571,241,0,158
42101027800,30647,6639,5163,828,70,5053,0,40,0,31492,5820,4726,626,223,4467,0,36,0,30789,3817,4560,616,244,4316,0,0,0,29970,6113,4435,624,320,4097,0,0,18,29573,4702,4836,686,329,4474,6,8,19,29063,5648,4507,625,340,4132,3,10,22
42101027901,28984,6914,4758,975,137,3911,75,618,17,31818,5763,4892,1204,34,3663,149,1008,38,32181,7034,4951,927,37,4111,120,637,46,32252,5861,4642,970,94,3767,88,666,27,32750,5838,4514,1145,95,3462,78,854,25,35669,5430,3661,497,123,3407,66,36,29
42101027902,31701,6432,4238,894,2078,1657,103,174,226,31573,10318,4574,613,2054,1866,157,336,161,30679,5582,4437,469,1941,2080,121,228,67,27604,7161,4723,490,1967,2320,116,222,98,34886,8936,4638,460,1720,2376,160,251,131,30774,8200,4304,430,1662,2271,114,125,132
42101028000,25267,4887,4843,592,105,4668,0,8,62,22278,5835,4378,507,75,4269,0,10,24,25056,4253,4165,443,56,4073,0,11,25,24381,3729,4298,437,49,4218,9,0,22,25819,4041,4141,460,26,4009,66,1,39,25604,4866,3986,454,31,3852,64,1,38
42101028100,32601,10182,3552,401,131,3217,45,11,148,31250,8175,3361,386,163,3134,44,10,10,34149,6081,3433,337,205,3176,42,9,1,37083,7922,3908,362,194,3665,39,9,1,29785,6629,4124,681,420,3644,50,10,0,35083,8542,4452,580,370,3998,38,0,46
42101028200,34890,5621,4995,469,286,4254,304,76,75,38877,8151,5399,641,379,4386,395,81,158,30412,7359,5056,634,442,4164,278,64,108,28469,5647,4848,581,285,4170,282,31,80,28393,4747,5236,651,376,4426,316,32,86,29412,4341,5530,691,392,4587,399,26,126
42101028300,27396,7359,6390,811,189,5618,273,4,306,24396,6202,6228,720,180,5402,302,0,344,19369,6665,5901,808,230,5006,320,0,345,21230,5234,6110,881,366,5212,328,0,204,20536,7314,5877,693,595,4760,87,0,435,23645,6440,6582,1019,178,5466,595,0,343
42101028400,28362,10918,4594,702,443,3583,47,483,38,23254,6622,4446,719,469,3078,116,707,76,25598,7587,4863,696,652,3355,45,756,55,25610,5934,4966,738,463,3713,85,553,152,27031,6832,4655,626,552,3457,93,444,109,27188,7820,4714,655,487,3537,68,473,149
42101028500,30570,16323,2464,346,349,1026,282,807,0,26196,17057,2326,360,357,994,441,530,4,30077,11675,2698,393,294,1338,390,658,18,30776,5286,2994,340,616,1324,313,719,22,32695,8523,2921,392,614,1256,366,641,44,27202,9927,2886,405,544,1317,276,708,41
42101028600,31413,9232,6707,823,1217,3214,693,1199,384,25740,4813,7741,856,908,4574,524,1270,465,25975,3827,8100,854,711,4966,543,1536,344,26778,4426,7975,872,911,4400,620,1694,350,31616,7003,7984,879,937,5170,382,1289,206,27917,4930,7526,900,884,4855,566,983,238
42101028700,16944,8747,2402,340,377,562,0,1344,119,17192,8198,2475,331,369,628,0,1336,142,20082,7467,2502,377,491,468,45,1343,155,23125,7994,2685,283,649,661,63,1068,244,25152,6061,2527,282,620,761,80,871,195,26292,4460,2543,309,635,701,95,931,181
42101028800,25121,3646,4822,507,1236,782,326,2225,253,25257,4174,4783,652,1307,822,367,2100,187,28510,4572,4734,568,1345,806,606,1926,51,31607,11822,4443,450,1276,825,693,1541,108,29337,6992,4409,442,1081,792,807,1461,268,28170,5556,4345,428,1087,865,706,1440,247
42101028901,30150,2953,3747,598,493,1339,254,1661,0,30970,3244,4254,488,724,1098,377,2008,47,30068,5065,4224,531,626,1315,289,1939,55,31750,5693,4427,568,608,1019,293,2202,305,28107,5084,4417,474,925,1079,272,1860,281,29236,13186,4434,525,1050,1097,383,1600,304
42101028902,34379,8225,6821,1024,1928,2203,357,2250,83,28783,9956,7192,855,1500,2251,463,2869,109,32177,8554,7189,809,1553,1979,461,2786,410,34319,4845,7328,786,1488,2295,585,2640,320,28663,5170,6923,679,1799,1410,711,2640,363,27746,7055,6994,920,1327,1508,676,3052,431
42101029000,29521,5405,6198,639,843,2262,1264,1670,159,30709,4334,6439,653,799,2696,1549,1224,171,35491,4848,6738,648,1048,2728,1215,1528,219,36148,5318,7009,613,933,2655,1290,1843,288,36500,4400,7208,779,1445,3196,899,1444,224,36157,4709,7118,721,1459,3417,490,1543,209
42101029100,24514,4530,3965,517,896,1754,927,263,125,27582,3526,3905,417,795,1776,848,327,159,27526,3509,4055,561,768,1795,973,348,171,26195,3877,3860,451,788,1579,878,467,148,24593,4173,4811,534,863,1971,1071,752,154,25168,4391,4827,523,618,1889,1255,955,110
42101029200,31155,5383,3815,329,1086,1792,387,370,180,30191,2901,3234,394,997,1397,245,402,193,36319,8844,3590,439,1191,1479,269,457,194,43860,4019,3903,424,1211,1580,310,495,307,45162,4670,4061,487,1218,1563,214,715,351,47097,7426,4632,596,925,1965,200,1219,323
42101029300,25227,7718,2548,525,981,864,59,638,6,19709,14742,2834,520,1103,837,55,777,62,19495,14209,3032,565,1030,1064,66,805,67,25139,8524,3165,565,986,1329,7,745,98,25852,5867,2937,469,892,1060,6,907,72,28147,4508,3050,472,839,1234,8,887,82
42101029400,20500,7224,3488,483,1244,1610,8,618,8,22260,9724,3600,435,1114,1699,9,761,17,20641,2756,3139,485,1094,1535,8,483,19,18142,3957,2816,437,948,1427,0,406,35,18268,2571,2882,444,987,1404,92,362,37,18950,1864,2886,547,903,1401,61,475,46
42101029800,23777,6861,4615,516,2287,1550,127,576,75,24088,5661,4804,464,2401,1484,32,792,95,26346,3567,4890,507,2477,1459,152,652,150,28438,4717,5167,492,2479,1616,135,742,195,29341,4410,4907,514,2209,1607,154,715,222,28407,4081,5194,508,2176,1867,186,679,286
42101029900,24552,4578,4398,566,1452,2165,80,542,159,21840,4508,4247,552,1601,1828,104,536,178,19519,3989,4070,456,1352,2256,37,314,111,18471,2662,4034,365,1299,2266,28,363,78,18261,3248,3957,474,1438,2056,50,376,37,18206,2982,4157,576,1570,2074,22,385,106
42101030000,27772,5558,7704,774,1556,4667,223,687,571,27959,5059,7758,742,1530,4981,161,608,478,28020,3159,7642,794,1838,4606,167,554,477,27787,6096,7511,865,1810,4523,141,615,422,29030,4115,7171,993,1701,4392,136,536,406,27574,7776,7417,884,1527,4668,166,669,387
42101030100,36021,11087,5366,688,1917,2434,0,644,371,33021,8289,5490,697,1995,2569,0,573,353,38019,7010,5109,726,1913,2653,0,265,278,38240,8722,5087,715,2033,2605,24,180,245,34157,8690,4899,811,1993,2393,45,280,188,31366,7714,5703,725,1783,3471,40,218,191
42101030200,33601,4521,7261,685,2102,2549,284,1785,541,35610,3232,6806,820,2125,2959,186,1038,498,35283,6099,7148,953,2197,3151,324,940,536,35073,7092,6676,701,2034,2992,275,865,510,32282,8076,6800,896,2096,3342,347,610,405,41728,12030,7697,948,2175,4033,325,779,385
42101030501,35815,6124,4867,882,978,2804,403,616,66,36563,8766,5041,716,718,3514,0,750,59,33826,4507,5526,676,1168,3153,159,985,61,33814,9781,5657,618,1395,3065,165,945,87,32219,7668,6314,705,1386,3562,98,1087,181,30921,6676,5939,538,1608,3237,136,649,309
42101030502,44318,9668,6554,627,1713,3580,506,397,358,39508,8151,6174,659,1765,2779,606,772,252,38886,4195,6341,718,1332,3498,488,814,209,38347,5006,6477,758,1208,3343,554,1197,175,36081,5084,6462,586,1189,3138,1029,935,171,38963,11844,6708,506,1147,3149,846,1399,167
42101030600,33737,6038,6887,704,3025,1828,984,1018,32,38477,9807,7403,791,3757,1805,484,1220,137,33228,9835,7680,967,3462,2104,808,1251,55,38136,7810,8074,903,3421,2055,1035,1326,237,43226,7932,8519,776,3809,2327,530,1593,260,41584,7667,8015,800,3587,2354,367,1286,421
42101030700,46649,9576,3886,544,2326,982,70,431,77,46509,9358,3949,558,2321,1103,72,306,147,44125,5444,3781,557,2061,1304,115,159,142,43549,6335,4151,593,2105,1629,146,138,133,42637,14450,4158,617,2239,1618,135,62,104,39440,12583,3897,440,2169,1410,130,68,120
42101030800,55949,5430,4995,370,3110,859,561,0,465,54572,6692,4913,351,3122,854,555,27,355,50797,6874,5147,557,3201,630,839,158,319,51173,6911,4910,499,3225,387,800,248,250,47404,9773,4570,470,2537,837,659,190,347,50690,9288,4855,559,2492,1037,662,404,260
42101030900,38462,6682,4412,492,1488,1405,668,694,157,39483,13130,4656,516,1626,1604,512,835,79,38171,7363,4716,490,1518,1535,685,706,272,36058,5277,4512,581,1392,1626,727,531,236,36719,5612,4507,571,1221,1596,863,592,235,42716,5156,4427,473,1232,1586,943,391,275
42101031000,55016,10157,7278,688,3392,1539,1371,793,183,54012,7394,7951,653,3235,2141,1246,1099,230,48420,9196,7774,924,3289,1836,1400,1027,222,52990,8917,8625,786,3599,2282,1597,875,272,49440,10062,8413,759,3614,2135,1527,992,145,43160,10680,8010,816,3408,1892,1353,1099,258
42101031101,33537,4834,4714,572,1575,1824,916,314,85,33654,3739,4788,564,1595,1886,813,396,98,37231,7531,5415,620,1593,2331,794,581,116,34244,3842,5520,544,1952,2115,602,726,125,34295,6896,5479,486,1948,2128,584,681,138,33014,3574,5506,557,1607,2517,466,686,230
42101031102,26990,6009,4476,634,1488,2046,287,641,14,34031,4083,4265,533,1393,1848,338,645,41,35224,5777,3959,490,1290,1905,287,420,57,38554,2961,4186,442,855,2475,389,395,72,39234,3541,3997,363,814,2287,315,527,54,37926,4692,4364,475,819,2739,200,523,83
42101031200,40132,15877,4416,456,1546,1816,244,800,10,32500,12308,4716,619,1475,2110,419,691,21,30409,11408,4680,390,1451,2115,303,750,61,25208,7160,5004,536,1326,2414,552,657,55,37188,9555,5081,479,1083,2487,617,811,83,38371,10241,5229,449,1016,2443,672,999,99
42101031300,31789,5586,7308,924,3501,1683,1398,502,224,26882,8492,6337,828,3117,1592,1189,256,183,26476,5440,5842,787,2802,1587,963,163,327,31538,9464,5953,819,2718,1545,1222,92,376,32096,8604,6222,737,2616,1602,1372,211,421,34902,9466,6604,734,2436,1694,1321,675,478
42101031401,47801,7248,6570,779,2451,1940,1043,602,534,34823,10423,6783,919,2111,1527,1675,685,785,34570,5361,7151,688,2481,1889,1370,659,752,37462,9621,7386,870,2515,1605,1747,866,653,36786,4619,6941,727,2315,1348,1923,957,398,36961,5009,7421,731,2214,1463,2025,1360,359
42101031402,43549,10496,5414,612,2755,1154,1322,48,135,36074,6993,5796,554,3359,888,1396,44,109,35742,5296,5830,490,2953,1081,1647,46,103,34694,3593,5698,517,3025,996,1575,26,76,33908,3798,5685,517,2843,854,1671,261,56,32311,4866,5558,465,2279,858,1817,517,87
42101031501,53633,7647,6128,365,5164,109,228,524,103,51020,14148,5872,486,4498,138,501,640,95,49107,9053,6187,465,5002,162,492,460,71,44279,5704,6172,570,4825,224,581,438,104,44307,8627,6503,667,5236,237,638,316,76,47531,15906,6349,650,5275,263,526,141,144
42101031502,51321,8178,3933,371,3146,390,143,225,29,46977,9223,3700,380,3042,362,213,53,30,43112,6107,3451,399,2858,249,221,103,20,42770,6399,3620,414,2870,224,372,111,43,41739,4707,3524,371,2575,320,474,88,67,40664,8989,3852,438,2665,493,487,107,100
42101031600,41788,9308,5873,463,4968,230,260,406,9,36775,8947,5944,524,4531,643,355,363,52,33675,7755,6043,613,4412,1029,209,353,40,34965,3677,6063,606,4284,722,395,489,173,37244,16105,5854,593,3712,1081,475,381,205,37316,15841,6624,763,4095,1341,693,315,180
42101031700,43393,12162,6371,617,3838,1076,919,448,90,43884,14632,5885,528,3462,1052,1105,136,130,43288,6624,6117,777,3457,1484,471,446,259,45736,6837,6281,609,3357,1525,610,473,316,45766,3496,6314,699,3086,1723,531,432,542,45657,6831,5884,719,2485,1891,361,541,606
42101031800,38782,7136,3774,376,1490,1340,481,361,102,31951,7182,3634,338,1643,1205,444,268,74,32566,5020,3886,473,1446,1466,558,372,44,33971,4956,4160,436,1434,1916,359,392,59,37361,7645,4131,409,1476,1840,379,407,29,36694,5421,3920,413,1445,1599,208,604,64
42101031900,40536,7797,4761,559,2714,1171,56,619,201,39719,5037,4670,480,2580,983,81,790,236,39412,8207,4490,611,2886,766,126,515,197,43041,9890,4187,467,2503,1071,149,346,118,35865,6730,4359,652,2432,1238,227,375,87,39057,5423,4938,566,2588,1321,192,686,151
42101032000,40969,4176,6994,687,4677,1054,344,742,177,37399,6499,7501,720,5010,1228,267,710,286,38223,4876,7022,788,4591,1169,354,642,266,41482,4162,7039,742,5187,989,388,323,152,42336,3705,6652,647,5010,874,336,387,45,41074,4646,6237,575,4872,734,207,383,41
42101032100,32933,2972,4323,610,2857,1073,44,208,141,38387,3953,4637,662,3016,1084,55,311,171,31946,3199,3773,540,2041,1130,38,427,137,35179,4190,3942,504,2305,1232,41,234,130,33214,4339,4172,638,2272,1106,103,514,177,35996,4611,4265,745,2331,1105,118,646,65
42101032300,33036,7731,3058,448,1940,756,75,189,98,34491,7062,3129,399,2058,660,73,253,85,34750,5859,3424,415,2354,743,56,164,107,35139,5864,3333,448,2252,747,51,181,102,38942,7034,3163,367,2135,799,0,149,80,40625,4741,3074,355,1984,920,0,145,25
42101032500,35922,3965,5579,629,4004,632,143,649,151,35259,3901,6020,622,4277,822,132,654,135,32651,2702,5756,699,3781,894,122,771,188,30101,6600,5868,899,3714,1208,52,703,191,35760,5939,6047,796,4020,1544,0,237,246,43704,5276,5818,759,3736,1437,182,252,211
42101032600,36416,7040,6481,766,5154,1029,86,104,108,39583,11511,6741,771,4879,1332,109,289,132,43817,10711,6776,639,4841,991,183,628,133,46641,8764,6328,603,4181,1244,154,701,48,41615,11937,6363,904,4359,1056,117,698,133,50221,5539,6532,913,4108,997,232,937,258
42101032900,32717,9073,4186,390,2527,821,340,248,250,35401,6620,4209,499,2373,1006,326,239,265,36793,7915,3658,604,2132,696,358,178,294,39101,3494,3477,541,2308,586,198,72,313,36250,14515,3264,548,2110,773,34,127,220,39437,3420,3188,495,2233,623,112,208,12
42101033000,38062,3698,7991,819,6366,1007,0,351,267,39848,5612,8327,1055,6587,1217,0,215,308,38199,4784,8122,750,6033,1402,0,89,598,38763,4788,7635,845,6363,926,0,148,198,37515,5558,7224,885,6236,505,0,157,326,38070,7892,7231,907,5616,996,0,341,278
42101033101,53350,5839,4843,356,4382,375,0,86,0,55924,6838,5158,396,4782,200,0,110,66,59848,8429,4658,420,4207,165,102,116,68,61625,9044,4801,416,4406,159,86,98,52,61774,9038,4699,395,4393,131,93,0,82,57335,7335,4768,460,4257,154,157,49,151
42101033102,46523,5561,4141,345,3607,385,93,56,0,46571,11784,3978,328,3504,328,101,17,28,47543,6529,3611,423,3261,201,117,15,17,48265,8369,3562,385,3270,120,121,29,22,42474,12764,3551,437,3101,315,34,58,43,48603,9920,3628,385,3137,277,84,62,68
42101033200,54292,11595,2705,302,2430,0,240,35,0,56484,9872,2728,268,2434,0,262,32,0,59393,12693,2670,254,2497,5,168,0,0,56339,16161,2673,201,2486,8,155,24,0,60313,15106,2708,205,2387,81,207,26,7,61806,12357,2691,216,2360,88,204,31,8
42101033300,43018,6493,4140,398,3450,348,214,83,45,43799,3989,4315,419,3395,471,252,148,49,37500,7244,4160,398,3232,565,195,117,51,36875,6322,4310,405,3272,716,136,127,59,36721,5936,4510,388,3424,776,122,188,0,35994,9077,4234,414,3257,752,89,130,6
42101033400,41214,5145,4659,409,3265,501,636,222,35,43093,4285,5098,439,3022,940,824,282,30,44775,4171,5319,418,3367,681,992,237,42,46315,7918,5386,545,3173,1085,784,306,38,44698,8117,5486,562,3424,953,871,203,35,50263,7424,5565,546,3378,979,972,212,24
42101033500,50339,5989,3714,395,2677,413,381,181,62,57176,6786,3825,374,2467,731,382,173,72,51536,9462,3783,385,2496,434,505,271,77,58288,6042,3938,398,2174,676,460,538,90,58162,6148,4055,390,2021,659,513,791,71,52279,11933,4090,391,2047,666,556,766,55
42101033600,53342,7566,7086,637,5563,495,461,338,229,52091,8201,7249,794,5413,456,589,433,358,47670,6868,7033,708,5091,467,708,413,354,48114,4866,7228,610,5339,563,610,442,274,47302,3853,7351,638,5372,604,404,563,408,45887,3877,7509,658,5210,1043,338,574,344
42101033701,26354,4964,4607,496,3771,67,397,274,98,26643,5104,4841,565,3981,92,340,302,126,32550,5779,4700,574,3914,155,480,68,83,29792,4354,4864,635,4227,220,378,39,0,29810,4547,5233,651,4193,523,367,58,92,31442,6151,5552,606,3959,720,447,131,295
42101033702,54485,9229,5286,334,4046,178,734,140,188,70230,8643,5335,403,3850,209,863,211,202,72245,10209,5325,399,3842,278,813,131,261,75352,9015,5294,423,3711,291,878,135,279,67589,15028,5107,495,3377,456,1016,81,177,57619,15287,5230,437,3307,615,1010,78,220
42101033800,44865,7983,6195,552,4817,582,113,497,186,43204,7638,6318,498,4756,736,111,444,271,42346,7121,6210,512,4431,747,381,238,413,45026,6708,6402,654,4639,785,428,168,382,42184,6170,6283,680,4376,762,461,214,470,44770,4960,6274,542,4604,376,511,306,477
42101033900,48088,12566,2983,307,2313,247,161,124,138,47578,8004,3048,257,2313,369,147,97,122,44589,7414,2903,274,2153,412,134,88,116,43380,5776,3049,372,2300,449,69,92,139,44750,11403,3483,404,2511,454,278,131,109,50509,8889,3413,426,2494,468,300,77,74
42101034000,60875,9208,3177,397,2275,219,406,268,9,56768,8447,3111,215,2332,217,425,98,39,62670,10509,3095,221,2391,231,181,161,131,58984,6267,3001,236,2221,233,258,166,123,60871,9207,2923,224,1973,327,192,297,134,64038,10722,2957,210,2151,296,227,108,175
42101034100,51125,5174,6231,584,5800,198,83,67,83,51190,8594,6299,788,5756,278,89,70,106,56294,8742,6731,691,6175,318,96,10,132,57500,9560,5738,492,5245,342,99,11,41,65077,6192,6038,511,5390,432,175,0,41,66591,5653,5891,507,5168,509,187,0,27
42101034200,52841,11085,3280,252,2817,297,135,0,31,44507,4185,3363,225,2818,369,152,0,24,46031,4841,3571,261,2908,381,246,0,36,47194,4440,3676,284,2769,457,356,54,40,50906,5719,3595,280,2826,367,277,79,46,49821,6718,3463,266,2555,528,248,74,58
42101034400,81481,11073,7799,705,6809,84,755,94,57,83146,9667,7657,548,6430,200,803,154,70,83858,13315,8140,537,6648,333,907,158,94,80417,13003,8027,440,6458,361,903,266,39,85227,14000,7712,523,6217,340,764,347,44,85058,7965,7967,497,6126,469,1003,310,59
42101034501,25271,3602,3542,362,2514,247,448,287,46,25650,3509,3797,539,2532,360,661,205,39,29269,5722,3683,574,2677,378,491,137,0,26594,7912,3619,588,2630,290,583,116,0,30452,6987,3804,586,2613,373,683,128,7,27005,5050,3482,312,2164,441,707,151,19
42101034502,41719,4681,5273,602,3348,811,578,296,240,40631,4334,4954,606,3181,797,378,332,266,38884,3503,5312,833,3069,650,949,329,315,40081,2579,4519,736,3084,408,455,348,224,40851,1585,4771,546,3192,939,440,30,170,42114,4728,4989,531,3372,1029,446,65,77
42101034600,32404,3868,2237,301,1278,648,121,150,40,37326,7676,2539,326,1310,750,309,114,56,40519,8234,2616,351,1444,633,403,96,40,35926,12287,2713,286,1491,704,396,83,39,35183,11476,2679,302,1403,742,439,41,54,44205,7393,2664,265,1500,597,389,84,94
42101034701,51750,7316,6471,603,4692,360,937,272,210,56915,8038,6546,692,4657,351,991,204,343,60128,5253,6425,626,4454,415,1029,158,369,55702,6683,6582,648,4186,494,1176,234,492,53260,5522,6515,655,4623,580,573,199,540,53742,4816,6382,569,4478,999,570,55,280
42101034702,73266,6380,4357,318,3855,103,311,26,62,61803,9424,4347,313,3658,284,304,20,81,66042,9512,4060,337,3305,302,332,66,55,70229,8155,4132,325,3403,332,259,49,89,67672,7635,3945,269,3139,335,363,41,67,70020,8913,3963,269,3009,354,463,34,103
42101034801,42853,3624,4123,368,3695,198,113,15,102,43125,4240,4172,425,3501,399,97,14,161,41367,4492,4268,417,3526,481,121,23,117,44151,4463,4429,331,3732,406,131,27,133,45025,8888,4180,269,3615,402,104,8,51,47368,6221,4465,309,3919,434,35,32,45
42101034802,47818,6289,5725,504,3762,1614,81,63,205,40670,12150,5109,413,3568,1309,40,15,177,35050,17555,5387,744,3871,1308,44,11,153,36944,11092,5561,476,3884,1434,43,14,186,39241,13478,5423,480,3618,1337,0,275,193,41125,11871,5527,493,3816,1466,0,236,9
42101034803,59031,8470,4793,349,4183,256,214,54,86,60119,7775,4741,337,4088,361,158,66,68,59816,8058,4543,355,3967,271,193,62,50,60671,9493,4513,394,4039,282,164,14,14,56845,8046,4422,397,3573,311,312,214,12,56394,10048,4267,349,3463,329,199,276,0
42101034900,34216,7209,6408,591,4598,1150,270,345,45,40861,11377,6312,635,4587,1063,304,302,56,40882,5331,5702,502,4248,811,285,312,46,40962,7811,4978,581,4006,702,110,91,69,42107,7927,5508,779,3808,804,294,475,127,45503,4382,5437,758,3535,753,309,668,172
42101035100,43323,9627,3572,329,3271,161,102,4,34,43442,8132,3310,344,3024,137,100,0,49,54808,9942,3550,398,3283,125,84,23,35,54398,9751,3669,387,3482,117,24,22,24,50989,8044,3693,332,3462,183,0,14,34,53463,8072,3985,371,3738,218,0,14,15
42101035200,72987,12720,4701,358,4167,108,418,0,8,76402,9905,4677,396,4142,92,406,28,9,66705,17756,4251,417,3804,86,339,17,5,63600,13136,4224,374,3701,68,422,25,8,65734,9232,4257,325,3777,41,413,21,5,65511,7117,3986,295,3603,45,312,23,3
42101035301,70305,4913,5745,299,5167,256,236,78,8,70010,3288,5311,392,4934,144,183,46,4,70991,4075,5377,392,4997,138,173,65,4,68882,5934,5524,328,4977,149,262,97,39,67282,5846,5371,363,4669,121,301,190,90,69405,4978,5306,283,4746,166,231,92,71
42101035302,56829,5383,4674,444,3792,489,75,234,84,57214,9566,4517,337,3874,346,93,99,105,54873,6258,4446,343,3870,349,43,105,79,54455,8978,4279,343,3803,357,94,8,17,52157,7166,4453,259,3864,354,198,9,28,51577,5650,4396,319,3887,329,141,9,30
42101035500,53977,4328,7512,530,6391,207,833,15,66,52045,8517,7094,524,5976,185,900,15,18,53056,8872,7544,471,6391,128,768,207,50,49259,12730,7131,443,5914,170,767,214,66,46922,7217,7074,454,5594,268,887,249,76,46594,4419,6966,490,5388,326,805,320,127
42101035601,45089,16548,5721,511,4734,374,521,72,20,46772,13710,5092,404,4550,54,409,61,18,44555,14310,5170,352,4561,82,390,86,51,43948,8026,5612,509,4929,112,402,87,82,50385,10185,5763,596,5023,84,553,22,81,47003,7725,5318,512,4458,118,657,24,61
42101035602,68333,11537,3570,263,2596,101,829,5,39,67096,10359,3570,286,2500,161,868,6,35,70517,10813,3425,269,2256,161,954,50,4,74583,20125,3244,301,2136,148,843,104,13,60078,13688,3183,303,1880,189,943,160,11,67083,18639,3268,282,2070,193,830,160,15
42101035701,39047,6658,5116,487,3198,247,1566,31,74,38712,4095,4578,473,3278,236,999,38,27,36410,6382,4585,433,3291,309,884,50,51,34296,9588,4545,441,2791,414,1183,110,47,33054,4126,4490,411,2436,513,1437,86,18,31719,3857,4562,345,2415,532,1272,78,265
42101035702,43281,11290,3627,524,3049,64,488,0,26,42052,7899,3941,364,3414,146,381,0,0,38859,5272,3763,433,3441,40,232,0,50,35422,4765,4034,363,3514,67,397,0,56,35580,4457,4206,396,3554,90,425,0,137,36231,2911,4239,388,3340,118,588,88,105
42101035800,66618,17398,6331,391,5382,48,876,1,24,57500,12132,6061,411,5212,88,740,1,20,50658,10459,6142,422,5248,162,675,0,57,52042,15144,6741,736,5643,594,471,15,18,49932,13471,7038,732,5693,519,567,151,108,55108,11620,6749,706,5227,595,643,172,112
42101035900,53717,6884,5148,347,4275,258,511,24,80,48702,6072,5159,373,4084,294,651,43,87,49338,6557,4982,392,4025,260,573,54,70,50807,5020,5115,403,4267,238,561,12,37,51719,7631,5150,330,4289,195,649,17,0,55082,7892,5070,276,4014,180,716,79,81
42101036000,58355,9869,2890,358,2047,210,533,39,61,49417,11376,2839,372,1801,159,798,6,75,52931,9932,2922,325,1902,292,639,11,78,58214,11542,3075,377,1962,358,706,0,49,52636,8175,3118,310,1727,377,946,9,59,53708,11700,3128,353,1853,362,782,18,113
42101036100,54008,9379,4278,293,3052,799,58,236,133,58652,9217,4216,318,3023,812,88,212,81,59383,4786,4164,365,3142,807,100,41,74,62617,4039,3991,363,2947,819,67,148,10,61011,4672,3925,410,3001,639,45,216,24,66607,9267,3756,430,3050,485,30,167,24
42101036201,52611,6176,5007,312,4206,546,128,0,127,53807,3121,4975,463,4012,698,140,0,125,53863,3357,5006,422,4220,619,118,0,49,54771,8608,5009,430,4471,451,44,0,43,64773,6921,5019,427,4425,486,43,8,57,55927,8467,4778,379,4187,414,48,13,116
42101036202,66029,8837,6535,477,5255,502,352,331,95,68084,4874,6415,420,5357,485,281,94,198,64536,6476,6256,489,5084,599,255,100,218,55253,9480,6252,501,5026,539,359,101,227,50507,8159,6246,461,5373,330,285,64,194,51579,6929,5966,554,5242,418,169,26,111
42101036203,51222,11673,4608,405,4264,68,114,89,73,53571,18986,4800,527,4359,93,167,101,80,50656,10594,4790,437,4455,78,88,89,80,63993,8490,5289,356,4930,23,190,69,77,66557,2991,5492,333,5121,25,169,82,95,68785,5970,5472,288,5132,32,126,94,88
