geoid,2020 median income,2020 median income margin of error,2020 race: total households,2020 race: total households margin of error,2020 race: White,2020 race: Black,2020 race: Asian,2020 race: Other,2020 race: 2 or more races
48201450301,63040,14375,2467,478,1609,208,209,326,115
48201450302,71030,8437,5431,1007,2770,1186,781,129,418
48201450401,51097,14102,1279,242,634,126,68,108,343
48201450402,90089,32034,2269,464,1124,742,97,220,86
48201450500,155000,26190,2589,318,1861,193,277,0,231
48201450600,71293,35982,4189,789,3281,422,209,28,248
48201450700,227019,44283,6213,953,5973,0,119,0,92
48201450801,54583,17701,1476,279,1058,296,47,40,35
48201450803,50590,19419,5755,1037,2991,1834,390,335,185
48201450804,41410,24148,2086,631,1138,821,87,30,10
48201450900,70882,36891,3131,460,1761,528,205,71,453
48201451003,41370,15271,3842,1095,1381,2016,83,44,318
48201451004,45275,14952,1980,537,910,898,35,100,37
48201451005,28975,8467,2202,402,522,1077,13,406,184
48201451006,98208,38651,2520,470,1672,374,307,0,167
48201451100,87196,21627,4074,536,2551,840,294,33,356
48201451200,145743,11031,2688,466,2413,42,73,80,80
48201451301,67039,29612,4280,799,1750,1706,547,186,74
48201451302,113445,34438,3695,1050,2587,55,391,102,560
48201451401,51801,8792,3674,572,2267,629,394,107,258
48201451404,55456,9412,4580,590,1727,1623,536,215,479
48201451405,61863,32647,2051,482,690,832,433,31,13
48201451406,45941,11369,2518,401,1364,745,61,133,215
48201451407,37465,8415,1926,591,1272,489,27,55,55
48201451501,54715,17873,3687,1097,1360,1196,371,114,646
48201451502,45349,12128,1924,279,1100,401,239,18,63
48201451603,88643,38828,3062,470,1484,189,1235,73,44
48201451604,99205,63685,3765,450,2720,282,577,97,89
48201451605,72109,19141,3453,510,1125,920,815,418,175
48201451606,96985,24057,6604,1769,3408,1419,1367,287,123
48201451700,49671,22838,4369,1122,1354,1954,576,166,194
48201451800,57860,11651,5138,579,2129,1592,363,709,345
48201451902,111875,15015,2633,559,1309,297,957,31,39
48201451903,36196,7590,3204,497,1031,1883,156,61,73
48201451904,43873,13672,3611,653,1010,1239,1101,80,181
48201452001,44583,15655,4392,1463,1682,1993,389,227,101
48201452002,45804,4408,3217,664,1002,1246,849,120,0
48201452101,68194,53303,6555,1196,2392,1746,1469,347,601
48201452102,65208,37952,2142,565,571,1302,83,157,29
48201452103,41643,29056,2191,263,672,1348,3,0,168
48201452202,42322,7659,3605,884,936,2092,261,296,20
48201452203,39854,9687,3147,713,1007,1279,234,597,30
48201452204,36709,5171,2249,337,640,1168,319,69,0
48201452300,50982,23874,2722,394,943,551,694,470,64
48201452401,54261,12532,3740,701,1380,430,1053,537,340
48201452402,42661,21524,4246,1240,1503,173,1222,911,437
48201452501,29725,19650,2857,551,816,958,918,0,163
48201452502,39254,8563,5155,1177,1488,1211,915,969,572
48201452601,27794,5750,6067,922,1166,2735,498,1250,418
48201452602,50888,16060,3554,496,770,371,1652,412,302
48201452701,55511,14335,5070,763,1055,994,1941,400,590
48201452702,36051,18314,4800,1218,277,938,3189,153,243
48201452703,41921,4825,3599,772,505,1598,983,224,289
48201452801,49075,10563,5910,705,1546,1763,1714,451,424
48201452802,48025,9034,7051,937,1912,1604,1812,1236,487
48201452900,55200,8738,5066,866,1606,742,589,1998,131
48201453001,-,**,3170,1550,1246,409,74,297,1144
48201453002,70543,9470,5839,981,880,42,2230,2592,95
48201453100,26744,7126,3844,608,1405,930,484,706,319
48201453201,39375,16750,4725,985,1249,2449,238,764,0
48201453202,48521,6241,5061,1972,1493,2416,522,622,8
48201453300,31718,7732,4464,1368,554,2973,358,475,104
48201453401,47315,10559,2771,555,1306,601,342,504,18
48201453403,30202,4705,4680,968,1817,1497,622,635,46
48201453404,51893,10775,4008,601,1770,776,469,993,0
48201453405,32083,15724,3317,709,911,663,1337,328,78
48201453501,48468,6662,6422,807,2557,1584,1167,904,178
48201453502,51339,13439,3161,326,1584,722,158,484,168
48201453601,31667,12244,1971,280,570,573,451,344,33
48201453603,31357,3330,4226,791,1175,1183,1190,678,0
48201453604,68450,34591,4234,851,1712,985,346,736,363
48201453701,54732,7622,4980,881,1809,1123,1317,700,2
48201453702,46262,3451,4532,1547,914,2881,169,498,70
48201453800,44565,30991,3804,623,1593,1009,442,710,50
48201453901,70388,7240,6022,1189,1088,2300,2468,33,63
48201453902,36695,3498,4384,1220,1892,768,1424,271,14
48201454000,69268,11405,5043,919,1881,1239,1029,262,620
48201454100,56346,5956,3719,657,1332,1015,618,497,257
48201454200,73456,19518,4067,802,2424,750,151,707,35
48201454302,63007,4672,6350,947,3175,1499,640,689,187
48201454303,53795,17645,3358,779,1316,764,426,449,403
48201454304,55144,19381,5584,1363,865,3056,664,161,829
48201454305,48250,23551,2407,480,445,1265,472,134,91
48201454400,46719,11887,893,426,173,614,22,12,72
48201454502,200833,29034,2224,195,1433,104,658,7,22
48201454503,162083,31282,3118,544,2226,0,466,128,298
48201454504,180299,56791,4970,1216,2665,356,1107,0,821
48201454505,150865,40210,3002,489,1458,169,1032,85,258
48201454600,51929,14617,4985,1182,4127,549,159,0,150
48201454700,123761,4200,6980,1214,5155,196,389,20,930
48201454801,54083,19895,4404,1269,2751,147,320,792,394
48201454802,80910,19170,5036,1010,4036,15,266,437,63
48201454901,142542,54181,3222,509,2152,163,818,65,24
48201454902,88062,3502,9243,1429,5420,600,2423,78,722
48201455000,121667,46086,3401,1020,2920,32,301,51,97
48201455102,123782,29736,2388,231,1713,95,362,71,147
48201455103,93150,9763,4133,866,3287,374,34,61,377
48201455104,63152,10457,2960,831,2401,91,12,286,170
48201455200,86599,4830,4332,600,3063,553,133,43,475
48201455300,68258,12269,11992,1531,6764,1718,2226,410,874
48201510100,128083,22666,2432,360,1701,270,249,93,119
48201510201,103524,20844,2639,510,1904,122,249,264,100
48201510202,100417,26091,4546,647,2921,228,1040,176,181
48201510301,97589,15869,3087,539,2720,11,299,14,14
48201510302,114658,38796,2996,773,2403,13,48,0,532
48201510400,100088,30021,3737,476,3276,64,128,88,168
48201510500,131625,28154,3916,442,3193,107,315,136,165
48201510601,105557,37751,3167,627,2299,328,251,88,201
48201510602,175197,53680,4154,603,3111,248,333,72,390
48201510701,76912,24662,2249,406,1648,186,229,17,169
48201510702,208661,48140,1913,506,1162,30,500,76,145
48201510801,126538,20859,3555,386,3208,95,99,116,13
48201510802,241947,66943,2385,809,1966,278,12,30,99
48201510803,111741,42877,1783,348,1217,73,0,0,493
48201510901,172791,33369,5428,1069,3598,116,1123,120,428
48201510902,114645,47131,3435,597,2783,135,154,277,86
48201511001,75391,27303,2963,412,2630,74,149,99,11
48201511003,64457,32893,2476,523,2170,135,73,45,53
48201511004,67389,24188,1842,409,1243,109,140,229,85
48201511100,130552,11323,3692,399,2849,159,413,117,150
48201511201,161250,23090,2614,425,2141,180,149,11,133
48201511202,151910,29000,3399,712,2954,54,193,84,99
48201511301,111691,87912,4237,680,3398,241,325,123,150
48201511302,140469,45394,4256,1088,3904,2,53,227,70
48201511400,133824,32212,3143,466,2203,2,81,627,219
48201511501,151765,31592,3071,477,2669,13,282,11,96
48201511502,141484,50952,5641,984,4373,135,636,308,185
48201511600,64271,18079,3448,559,2423,61,80,567,317
48201520100,124931,39748,2468,588,1679,72,197,447,73
48201520200,108494,31973,3102,460,2075,349,159,226,256
48201520301,56366,3322,2629,573,1196,517,57,637,210
48201520302,31047,11438,3010,521,1055,198,59,1539,148
48201520400,30612,6007,3730,801,1547,298,3,1494,388
48201520501,41295,13787,4193,1380,1622,374,0,1517,680
48201520502,48458,16641,5277,1136,2974,124,111,1994,74
48201520601,40000,8372,2921,637,816,94,387,1458,166
48201520603,34821,6455,1902,478,361,219,0,1201,0
48201520604,55000,16964,3136,599,1618,62,42,1257,117
48201520700,113583,41111,4537,594,2627,149,518,705,538
48201521000,40302,9238,2673,366,878,172,69,1538,16
48201521100,29688,14503,2194,482,504,0,32,1347,311
48201521201,51326,25602,2119,636,719,77,145,1053,74
48201521202,48882,9556,3221,432,1238,179,103,1490,211
48201521300,42302,16448,5825,819,2258,391,539,2477,160
48201521401,41774,5556,3395,537,678,0,0,2623,94
48201521402,37697,17897,3218,625,702,16,95,2392,13
48201521501,51605,13549,2502,555,564,0,0,1761,177
48201521502,86781,18037,3122,656,1798,74,62,834,354
48201521600,52460,14419,3339,460,1940,428,26,823,122
48201521701,33333,12149,4631,1363,881,1642,19,1248,706
48201521702,27107,7776,2749,598,1447,865,49,96,61
48201521800,65182,11606,6171,863,2945,460,1316,951,361
48201521900,72878,21207,6138,890,4149,214,799,226,750
48201522001,44643,10833,1823,317,1215,32,11,483,82
48201522002,78039,12054,2687,675,1253,127,55,1241,11
48201522101,50821,10343,3302,515,1748,214,165,986,109
48201522102,75534,25457,5098,1495,1594,281,129,2974,120
48201522201,60375,16785,4250,775,2610,88,162,1240,97
48201522202,52222,20331,4393,732,1798,188,240,2133,34
48201522301,46522,10079,3959,545,1845,68,226,1546,252
48201522302,57750,11955,3875,597,1418,7,172,2112,166
48201522401,76300,22102,5598,826,3941,420,313,712,212
48201522402,63438,9298,3592,504,2909,33,119,289,242
48201522500,214750,23885,5187,188,4409,0,443,24,311
48201530101,34013,10923,4017,868,1826,368,68,1330,401
48201530102,55245,35948,2834,1450,788,267,0,793,986
48201530200,96311,19472,3501,781,2569,92,133,98,604
48201530300,35294,13361,2295,508,882,1025,12,273,103
48201530400,43243,2427,2748,710,766,1572,0,410,0
48201530501,25727,8843,1916,762,1330,468,0,102,16
48201530502,37232,4944,3001,533,1457,985,0,351,201
48201530600,41696,10857,2954,542,1717,659,128,342,93
48201530701,19590,8406,1610,360,928,408,10,56,208
48201530702,32743,3375,4159,865,2639,1217,0,216,73
48201530800,39401,30007,4136,724,902,2829,1,320,84
48201530900,84221,6020,4130,586,3453,168,77,164,268
48201531000,103274,29311,4307,452,3828,7,151,35,286
48201531100,148803,12679,3479,617,2970,0,118,43,348
48201531200,65579,23577,3270,342,2692,308,41,24,194
48201531300,32163,20229,6491,1064,3397,821,0,1917,229
48201531400,75398,14153,2221,230,1807,108,59,108,122
48201531500,57958,16564,2918,374,2100,200,124,365,129
48201531600,116307,12742,2934,357,2768,60,31,42,33
48201531700,141506,43818,3848,545,2948,87,229,129,455
48201531800,30670,12666,2754,491,816,1606,72,220,40
48201531900,34115,5481,5770,1014,1683,3400,67,158,462
48201532003,37813,11642,4336,1408,2197,1638,0,304,140
48201532004,31997,9409,4659,830,2980,1146,0,195,338
48201532101,65457,24059,4466,1009,3152,665,129,431,89
48201532102,29250,4904,3379,996,1590,782,0,659,348
48201532200,32067,12645,3757,734,1318,912,42,987,498
48201532301,66738,12809,5358,1732,1243,2601,113,738,598
48201532302,43883,9489,3159,399,1976,700,106,221,143
48201532400,70895,19482,6459,1103,4398,777,323,616,345
48201532502,46511,3828,5554,1019,3587,139,171,728,929
48201532503,67157,15895,5720,1171,3386,124,1339,215,656
48201532504,80580,16491,4290,979,2466,322,470,1011,21
48201532600,41250,9857,7027,1077,2600,2395,546,1176,202
48201532700,56786,12055,5432,1101,2006,2376,50,309,572
48201532800,70433,4057,2032,463,964,728,35,246,59
48201532900,37596,9730,5577,1063,2217,2303,118,503,414
48201533000,29556,6242,2390,489,312,1889,60,129,0
48201533100,57141,11207,6708,1297,1305,3729,204,1354,116
48201533200,35788,9838,4215,793,1591,1880,84,437,223
48201533301,32417,21313,3007,1503,201,2361,8,222,215
48201533302,38260,20453,3897,1091,829,2596,0,343,117
48201533401,46983,12567,5296,612,2916,1348,60,902,0
48201533402,41071,22706,6345,1410,3313,1093,496,1102,341
48201533500,57427,7014,4495,689,2297,471,290,933,489
48201533600,32369,5164,4799,521,3023,1134,301,299,42
48201533701,28167,9787,6129,1785,3324,658,34,613,1500
48201533702,42244,7763,3904,522,2643,499,67,535,136
48201533802,51870,12415,7045,782,4228,833,765,579,620
48201533803,51724,14212,6370,1335,3118,2008,946,182,82
48201533804,88540,20595,6296,1796,2910,1097,1431,82,739
48201533902,27316,11125,4559,623,2351,1204,63,644,285
48201533903,48735,10898,4181,591,1928,792,568,877,16
48201533904,44974,10696,5174,929,3091,1139,126,779,39
48201534001,44600,11000,3502,692,1644,244,783,240,402
48201534002,50257,7112,5981,756,3419,522,294,1237,425
48201534003,66161,18895,2659,373,1643,378,189,264,150
48201534101,103883,33364,3193,524,1117,344,1327,189,216
48201534102,88832,24173,4554,1085,2086,205,729,899,509
48201534201,54879,8501,3408,855,1422,293,660,957,76
48201534203,50417,15538,2430,403,1988,53,90,149,128
48201534204,75673,12681,4511,610,2604,994,436,138,319
48201534205,94514,19743,4362,466,3435,252,268,356,45
48201540101,190458,37478,6283,936,4066,265,1245,286,421
48201540102,109803,52404,5285,1341,2253,324,1773,497,414
48201540200,48077,15569,2194,348,1454,324,155,235,22
48201540502,76544,4031,4374,448,2984,528,49,694,73
48201540503,36274,10912,4585,2068,2487,859,0,1239,0
48201540504,47652,14104,3737,1114,789,210,127,1154,1384
48201540601,75000,13178,4116,672,2316,275,496,770,227
48201540602,69583,19734,7074,1769,2775,1329,588,1200,1182
48201540700,85824,17852,5660,517,3143,377,792,1193,111
48201540800,70951,17828,7024,1240,3721,910,696,1377,320
48201540901,119760,30918,3038,472,1907,498,173,19,441
48201540903,70110,20319,3538,1695,1098,474,1324,72,499
48201540904,61833,16428,4320,721,2387,1058,267,390,107
48201541004,91422,36149,6320,1358,2284,1371,1248,1131,286
48201541005,66073,1309,5696,1522,1999,3034,503,67,93
48201541006,98714,11702,7480,1816,4422,769,414,1477,398
48201541007,112526,45922,6967,1131,3823,1047,1403,581,113
48201541008,89050,36441,3111,412,1586,427,966,60,60
48201541009,95221,28695,5459,827,2866,1875,279,187,252
48201541100,91250,23951,8132,2201,5661,622,476,1042,293
48201541203,107708,21577,2588,297,2085,62,377,26,38
48201541204,83409,11839,5933,860,3981,431,403,791,327
48201541205,94861,45432,3409,956,1928,355,133,165,781
48201541206,81646,16512,4447,862,2881,313,377,198,575
48201541207,133909,9767,4437,587,3687,168,389,20,156
48201541301,63304,21075,4877,568,2154,1315,755,439,145
48201541302,54111,9834,7696,2325,3004,1636,245,2286,495
48201541401,101000,27943,4911,818,1164,1025,2119,9,575
48201541402,60044,7351,2999,284,1936,134,40,809,80
48201541403,63063,46361,3381,1343,2766,332,0,29,0
48201541404,78797,12473,2935,519,953,1094,793,52,43
48201541500,78981,9751,5728,985,3274,618,687,544,570
48201541603,47937,17427,7745,1236,3263,600,513,2662,540
48201541604,95406,7608,9551,1194,5455,1364,1275,878,539
48201541701,90447,5902,6776,2322,1955,2301,2081,206,60
48201541702,49500,16449,2594,453,1173,1162,130,6,123
48201541703,76614,14141,2532,706,1493,455,0,146,415
48201541801,60146,12094,3881,833,1603,629,294,951,404
48201541802,57484,47880,2967,829,1290,869,329,146,293
48201541901,102212,21431,3148,195,637,932,711,868,0
48201541902,98714,22025,4327,755,2692,730,226,110,569
48201542001,73131,16314,5219,1562,3061,1766,164,131,97
48201542002,128951,73013,2463,616,1311,470,51,0,484
48201542003,58839,22984,3437,769,2106,333,677,215,54
48201542004,73929,22664,3617,646,2116,145,227,310,819
48201542103,77460,16923,7724,1113,2593,2824,380,1529,398
48201542104,61621,23077,6248,1355,3658,753,0,149,1597
48201542105,63405,21184,8041,1353,4403,1856,970,775,37
48201542106,72388,14553,8707,1248,4637,2533,313,359,505
48201542107,74808,24320,3347,660,1902,274,66,923,149
48201542108,92632,34135,4959,1994,1084,1969,107,995,804
48201542201,76058,15978,6814,525,3184,2813,143,523,142
48201542202,62359,36329,7850,1583,2936,2784,269,1098,649
48201542203,78229,22295,9789,2009,3888,1871,339,3202,489
48201542302,93170,17864,7889,1112,4107,1627,648,856,651
48201542303,93188,9800,3827,1249,2187,398,232,650,320
48201542304,76988,18014,6018,1638,3640,708,122,538,1010
48201542305,80753,18840,4416,689,2460,770,211,726,249
48201542401,45294,24755,4624,973,2599,1066,210,574,175
48201542402,66631,6714,7331,900,4129,823,495,1622,237
48201542500,71546,29877,3176,543,2367,152,64,125,468
48201542600,98487,6661,5784,707,3873,520,469,335,548
48201542700,62000,10627,5739,727,4600,346,205,420,168
48201542800,96570,24694,10174,734,7739,527,183,1303,399
48201542901,101011,11172,9948,1460,6879,1152,905,569,443
48201542902,107283,17262,19684,3070,10612,2811,2951,1425,1885
48201543004,142371,11471,11325,1503,6642,1062,2580,188,837
48201543005,97612,18691,6560,1021,2814,2456,349,373,147
48201543006,119460,19517,14598,1516,7335,2307,2763,1081,1103
48201543007,154471,23807,17714,3638,11139,1972,2089,205,2265
48201543008,80744,26754,5113,430,2743,807,768,612,183
48201543009,60536,19574,4693,2015,1836,1787,88,505,477
48201543010,71208,26199,5196,1017,3091,1366,57,147,422
48201543011,79308,20278,4473,1088,2237,1130,266,374,466
48201543100,93333,9401,2800,482,1506,358,21,587,267
48201543201,78591,15454,5344,1068,4168,116,253,541,266
48201543202,64095,12144,3671,598,2546,197,450,107,334
48201550101,31101,3529,2833,757,1203,895,2,272,459
48201550102,25129,6152,2569,389,781,1658,0,130,0
48201550201,24954,5750,1614,401,695,835,4,52,28
48201550202,22450,15319,2451,711,1069,979,0,217,173
48201550303,33244,7287,4026,858,1064,2482,0,190,290
48201550304,44107,18456,2100,491,253,1396,0,49,402
48201550305,67408,19325,3181,629,1383,1295,16,360,127
48201550306,45513,23777,4072,1302,1191,1892,40,800,149
48201550307,34740,17929,3007,769,342,2002,107,242,314
48201550308,26450,3112,3339,785,1588,1565,0,124,62
48201550403,39234,11849,2705,796,622,1796,14,215,58
48201550404,59593,12850,7402,923,1128,4427,812,765,270
48201550405,46351,9278,8644,1860,2948,3507,203,1316,670
48201550406,36547,2038,4292,1020,1249,2565,0,349,129
48201550407,72188,39141,4846,2114,373,2263,1743,203,96
48201550500,56439,11468,7058,858,2823,2073,677,620,762
48201550601,65072,11999,7514,1049,2948,2372,263,750,1094
48201550602,73125,11292,2926,392,1202,977,251,301,151
48201550603,55484,20073,5929,821,3702,1015,495,299,418
48201550700,81182,39552,4847,1282,1661,1288,384,1322,192
48201550800,58271,6613,3660,589,1197,1605,111,213,534
48201550901,48062,9679,6180,1615,2748,1061,837,543,991
48201550902,60714,14073,3809,570,1515,566,1018,625,85
48201551000,43125,4428,3759,577,1705,974,140,633,307
48201551101,50500,24663,4522,818,1362,1396,845,839,56
48201551102,54951,20578,6144,1080,1695,1529,687,1793,341
48201551201,49691,16449,4747,1239,2496,1028,177,323,681
48201551202,65326,38888,3597,1592,1784,321,105,480,907
48201551300,87743,36851,4047,972,1448,947,1504,61,87
48201551400,76334,9748,5683,1140,2147,1167,1431,637,226
48201551501,49646,7623,3951,1055,1915,1070,227,621,118
48201551502,47621,14378,4583,1606,998,1167,855,1563,0
48201551601,55046,16880,2961,950,1151,1264,158,218,170
48201551602,58274,16801,6031,1064,3984,1292,89,432,210
48201551702,126417,29383,4540,697,2945,124,1009,60,402
48201551703,84858,12700,8550,1160,3893,854,2358,603,817
48201551704,119219,33104,3838,879,2259,361,617,25,576
48201551705,65121,9720,4983,807,2987,807,366,291,532
48201551800,123625,21688,4090,452,3644,91,166,23,166
48201551901,43418,11045,2462,700,1257,698,177,290,40
48201551902,45402,12454,4251,713,1867,1624,41,212,507
48201552002,66547,2072,1476,308,799,350,159,137,31
48201552003,85852,10964,4510,765,2558,735,722,0,495
48201552004,70156,19632,3741,547,2524,624,31,220,342
48201552101,74369,9081,4865,646,2386,1175,723,436,135
48201552102,71722,19595,6199,1038,4272,907,602,369,49
48201552103,80781,20336,3899,808,1936,1102,284,244,322
48201552200,79750,10999,8109,989,4788,1142,1336,374,469
48201552301,66383,22565,4452,770,3177,667,139,106,204
48201552303,51176,4081,2616,630,1478,851,83,39,165
48201552304,83295,27662,2244,1112,1390,197,18,0,639
48201552401,52104,28118,6063,1380,2436,1725,503,357,1042
48201552402,69307,33616,2589,973,2181,54,41,43,270
48201552501,47167,23040,4644,1544,3158,417,267,426,160
48201552502,71968,8794,6418,692,3722,1014,1022,361,252
48201552602,72000,9550,6332,1150,4040,979,995,110,208
48201552603,37246,5075,4986,2058,743,3662,194,129,220
48201552604,-,**,3320,1017,1311,443,801,227,538
48201552701,47123,12277,3688,672,1562,1294,120,103,604
48201552702,66250,12863,5529,1266,3252,570,106,1011,544
48201552801,60389,13406,5226,999,4100,666,107,104,249
48201552802,60781,25136,3696,607,2417,988,203,60,28
48201552901,49583,14405,4240,637,1362,1588,312,302,676
48201552902,95938,50168,5239,1598,2967,1324,130,425,203
48201553001,84423,13154,5171,469,2943,998,455,560,167
48201553002,84846,17662,4665,1065,2691,590,375,654,355
48201553101,71354,32007,3460,811,2146,491,314,508,1
48201553102,72229,13702,3841,1350,1681,1186,0,202,772
48201553201,64375,28079,2539,494,1654,716,47,17,105
48201553202,37028,8003,4371,646,1742,1584,283,719,43
48201553300,35402,4419,5250,842,1338,3287,16,453,156
48201553401,124531,22481,3966,578,3511,144,170,25,91
48201553403,87415,30944,7690,872,5040,1236,1051,199,119
48201553404,123883,21996,3600,822,2875,523,141,0,61
48201553405,79758,18844,6736,1329,3367,1659,715,787,93
48201553500,76229,15666,6645,1272,5447,310,244,346,298
48201553601,118333,23865,5490,1198,3620,572,548,240,510
48201553602,44698,12222,2416,532,1325,427,27,407,14
48201553700,74306,13593,4349,674,2155,1077,658,240,219
48201553801,154091,12629,2335,168,1936,176,53,52,99
48201553803,128199,6245,4350,520,2348,434,883,406,279
48201553804,65250,10950,5644,903,3623,752,599,599,71
48201553901,161217,62666,6373,2174,3737,333,732,119,1452
48201554001,72306,11135,2921,543,1975,396,241,34,275
48201554002,144310,22135,4114,736,3523,150,282,28,131
48201554103,98297,9533,5297,679,3500,458,404,545,390
48201554104,104779,53684,4270,903,2380,756,946,119,69
48201554201,67247,8005,6244,1061,4358,758,289,168,606
48201554202,71861,16768,3742,538,3011,159,139,290,111
48201554301,120000,10613,7403,1099,5863,878,413,105,144
48201554302,93243,16918,4013,449,2528,808,489,162,26
48201554404,114340,41342,4386,404,3752,146,73,281,134
48201554405,109197,14236,8950,2024,5792,2338,508,216,71
48201554406,117933,22687,4256,565,3249,114,608,207,78
48201554407,113155,12837,5706,756,4146,685,722,0,153
48201554408,101236,19187,9028,1257,6592,798,705,276,657
48201554409,134207,31553,7829,1634,6049,94,1155,58,473
48201554410,95667,31962,3490,520,2818,57,452,0,163
48201554501,143839,16371,6574,676,4630,408,401,505,630
48201554502,123397,17714,5672,855,4990,102,224,104,211
48201554600,132434,19800,4610,816,4246,148,62,17,137
48201554701,72547,6624,2973,506,1995,97,471,45,365
48201554702,124948,13630,4543,656,3941,124,294,144,40
48201554803,89531,56323,6450,2220,4397,1586,37,80,350
48201554804,141520,35098,5232,1298,3232,252,1734,0,14
48201554805,80357,25095,8345,1838,4516,1829,1279,456,265
48201554806,94736,46802,2582,529,1517,485,326,254,0
48201554807,84459,26056,7792,1368,5968,654,363,379,137
48201554808,122418,41255,2970,756,2075,341,554,0,0
48201554809,95500,46670,9425,2328,6438,1804,562,305,316
48201554902,106400,19588,9825,1049,7270,864,686,498,451
48201554904,100417,35777,3743,599,1591,455,625,483,589
48201554905,109400,20834,5402,1078,3736,288,816,208,354
48201554906,87560,16513,4139,609,3560,345,97,103,34
48201554907,71567,24012,3831,438,2853,516,180,185,97
48201554908,77052,21370,7165,1340,3590,454,1141,913,1055
48201555001,86964,23583,2493,313,1031,937,397,48,18
48201555002,86331,19363,5782,1062,3954,487,42,835,464
48201555101,78214,18802,4659,736,2929,592,536,107,495
48201555102,91388,10258,5439,783,3597,856,410,235,318
48201555200,78157,24829,11851,2111,8444,1050,352,615,1314
48201555301,134735,22232,3765,673,3259,116,90,160,105
48201555303,105250,12130,12733,1505,9330,1559,498,479,863
48201555304,128667,33707,8106,2078,6190,884,497,86,442
48201555305,170200,31694,10401,1936,8388,439,567,107,846
48201555401,69648,8327,2172,337,1915,180,3,58,16
48201555403,68873,8320,4561,749,4309,105,90,28,29
48201555404,36957,13995,4254,610,3353,614,0,5,276
48201555501,75505,13029,6248,1561,4576,332,26,357,957
48201555503,101042,10760,11944,1904,8925,447,971,1122,479
48201555504,126784,27686,8577,2433,6724,1050,244,396,163
48201555505,131059,11254,8518,1144,5791,304,1428,0,995
48201555600,119092,4182,6378,1142,4906,576,243,33,492
48201555701,110467,17511,11086,1863,7784,1704,519,427,652
48201555703,105600,7809,6308,648,4822,438,206,553,282
48201555704,143385,13344,7774,1126,6370,601,417,234,152
48201556000,65171,8354,9360,1746,6457,650,316,1690,213
48201556100,119000,14929,3967,600,3337,455,43,50,82
48201980000,-,**,16,18,3,13,0,0,0
48201980100,-,**,0,14,0,0,0,0,0
48201980200,-,**,8032,2635,3110,4067,9,181,583
48201980300,-,**,2776,288,1438,407,744,49,138
48201980400,-,**,4154,776,2166,871,784,64,269
48201980700,116500,58207,1435,254,1191,112,76,18,29
48203020103,67788,5423,4982,641,3518,1057,0,13,371
48203020104,52118,10406,3576,687,2566,774,0,72,141
48203020105,54151,7625,1540,684,1403,137,0,0,0
48203020106,55563,9827,3377,645,2685,474,0,24,174
48203020201,54236,11416,3472,488,3312,103,21,0,26
48203020202,57422,30730,2996,698,2156,561,0,279,0
48203020301,62009,14777,4501,545,2954,1070,191,159,127
48203020302,29948,28281,2879,421,1612,1083,0,84,100
48203020401,23563,13696,3898,575,1708,2120,0,5,65
48203020402,32124,10076,5713,922,1690,3495,7,5,516
48203020501,55583,13229,3556,655,1433,952,1,596,560
48203020502,50109,10216,3831,656,3063,487,171,0,110
48203020603,80601,24858,6554,738,5743,413,44,294,8
48203020604,54806,10060,4026,1017,3421,223,43,132,200
48203020605,71250,10472,6123,772,5244,504,0,0,272
48203020606,70379,14686,5523,622,5125,328,63,0,7
48205950200,53722,7378,5588,*****,4655,405,46,122,338
48207950300,54920,10503,3532,88,3099,163,7,95,168
48207950400,39583,7917,2179,88,1876,86,2,102,73
48209010100,39408,9859,2489,537,2305,134,28,0,22
48209010200,31487,7314,5719,601,4155,882,207,150,300
48209010302,40796,4406,5548,1237,3674,152,132,1359,231
48209010305,42458,5185,5235,792,3846,616,37,252,484
48209010306,37733,9836,4401,845,3178,627,87,212,260
48209010307,22439,3173,2243,444,2000,32,0,196,15
48209010308,29821,18238,1736,421,1043,340,0,70,283
48209010309,34868,8924,3699,671,3341,200,0,76,47
48209010401,48360,3950,5348,1317,4191,9,150,100,898
48209010402,61963,6263,7116,904,5754,213,229,418,502
48209010500,43281,15684,5711,954,4731,56,44,394,455
48209010601,37842,37437,3831,704,3126,319,0,83,303
48209010602,71211,19930,4931,780,4410,70,64,78,292
48209010603,74973,23800,3052,573,2790,53,72,28,109
48209010702,44201,13888,2677,524,2424,85,15,108,28
48209010703,38536,10481,5674,904,4308,58,618,30,635
48209010704,50733,14094,2037,564,1902,58,0,36,41
48209010806,111361,10384,5325,1012,5135,9,42,62,77
48209010807,112104,21760,2972,681,2937,0,8,11,16
48209010809,115688,14730,6777,963,6130,48,78,134,371
48209010810,66111,21898,2409,511,2339,0,0,0,70
48209010811,76583,49596,2695,1154,1689,40,0,43,910
48209010812,102619,38959,4832,758,4648,0,19,0,42
48209010813,69954,32845,2279,581,2249,0,0,0,30
48209010814,60536,13519,2538,462,2395,0,0,42,101
48209010815,107326,18877,1999,415,1903,0,36,2,28
48209010816,156250,30438,9581,1614,6852,194,187,136,2212
48209010817,81776,27106,4161,374,3984,0,18,33,126
48209010818,104449,37647,1252,246,1181,0,0,16,0
48209010905,88819,11013,7833,993,6864,174,156,69,570
48209010909,61953,11530,8856,1364,7424,236,147,163,657
48209010911,95632,12042,2520,427,2351,0,5,0,164
48209010912,135313,35638,6435,1082,5936,116,124,24,229
48209010913,73796,7759,7513,857,7014,143,0,127,229
