,id,name,lat,lon,first,last,rides
346,4217,Broadway & 11th,34.04031,-118.25827,2021-04-13,2022-03-31,648
347,4576,Motor & Regent,34.022579,-118.40551,2021-04-21,2022-03-31,1003
348,4579,Alla & Glencoe,33.984859,-118.431129,2021-04-15,2022-03-31,425
349,4587,Wiltern,34.060791,-118.309067,2021-04-22,2022-03-31,1030
350,4578,Main & 8th,34.04298,-118.252953,2021-07-02,2022-03-31,1102
351,4552,Culver & Centinela,33.990971,-118.421303,2021-07-15,2022-03-31,385
352,4526,Franklin & Fuller,34.103378,-118.34919,2021-09-28,2022-03-31,170
353,4477,Yucca & Argyle,34.103851,-118.325462,2021-09-28,2022-03-31,185
354,4537,Highland & Sunset,34.098228,-118.338821,2021-09-29,2022-03-31,301
355,4525,Hawthorn & Orange,34.10038,-118.341797,2021-10-01,2022-03-31,263
356,4539,Cherokee & Hollywood,34.101761,-118.33474,2021-10-03,2022-03-31,350
357,4529,Whitley & Hollywood,34.10186,-118.33329,2021-10-03,2022-03-31,286
358,4534,Ivar & Hollywood,34.10186,-118.32811,2021-10-06,2022-03-31,368
359,4584,Fountain & Vine,34.094349,-118.326363,2021-10-06,2022-03-31,249
360,4517,Highland & Hollywood,34.101959,-118.338852,2021-10-07,2022-03-31,216
361,4527,McCadden & Hollywood,34.102001,-118.33741,2021-10-08,2022-03-31,113
364,4528,Glendon & Kinross,34.06097,-118.444366,2021-12-15,2022-03-31,151
365,4487,Broxton & Weyburn,34.062111,-118.446922,2022-01-16,2022-03-31,102
381,3021,3rd & Rose,34.0456085,-118.23703,2016-07-07,2016-09-30,1254
